Date,Open,High,Low,Close,Volume,Ticker
2020-01-02,79.27924078567158,79.95584702304828,78.41567023313804,78.958740234375,8413900,QCOM
2020-01-03,77.68564881306042,78.02395195833044,76.95562123158639,77.47197723388672,8340300,QCOM
2020-01-06,76.48374863942162,77.05352573592573,76.15434349614192,77.01791381835938,8381400,QCOM
2020-01-07,77.48977158508588,79.67094922647509,77.37403792966205,79.2080078125,8377400,QCOM
2020-01-08,79.14567162326215,79.65312952987179,78.27319667898465,78.97651672363281,7619900,QCOM
2020-01-09,79.82229905201844,80.7659912075011,79.08336695670147,80.04486846923828,9155500,QCOM
2020-01-10,80.57903762872161,82.25275728234672,80.00926043632668,80.3564682006836,9668300,QCOM
2020-01-13,81.05977974771272,82.55544641601834,80.61464093919652,80.98855590820312,10367800,QCOM
2020-01-14,81.13100845800648,81.558344764217,80.38317841248825,80.62355041503906,7800100,QCOM
2020-01-15,80.7927011911453,81.17552087343917,79.45728464253133,79.8311996459961,7259100,QCOM
2020-01-16,80.32084658558401,82.11030647293121,79.96473418523584,81.71858215332031,9295500,QCOM
2020-01-17,82.79583173045256,85.61801060122502,82.75131512551333,85.38654327392578,23694400,QCOM
2020-01-21,84.87016736570853,85.21737509503015,83.16973384678738,84.1668472290039,10868500,QCOM
2020-01-22,84.80786383811106,84.92359750512729,82.53765276577693,82.76912689208984,8342300,QCOM
2020-01-23,82.66229817920248,82.75132460700115,81.4248124936421,81.90556335449219,11282000,QCOM
2020-01-24,82.51094071773632,83.01839875478751,79.08337279784455,79.81340026855469,9471700,QCOM
2020-01-27,77.72124955012184,78.54030344215734,76.9645080360202,77.4986801147461,9240200,QCOM
2020-01-28,78.47797794550047,79.71546336304824,77.8013650146644,79.36825561523438,9187000,QCOM
2020-01-29,78.9320139692897,79.25250765108605,77.76574571385173,78.5491943359375,8158500,QCOM
2020-01-30,77.73014322649655,78.21979867471087,76.73303655708521,78.14857482910156,8379400,QCOM
2020-01-31,77.4986807639659,77.60550974678189,75.70922058671586,75.94959259033203,9503600,QCOM
2020-02-03,76.16326003331838,77.08024497853373,75.81605227332966,76.99121856689453,7792700,QCOM
2020-02-04,78.56701985109598,79.19021162592034,77.78357779241949,79.17240905761719,9236400,QCOM
2020-02-05,81.00637483749716,81.13991786548729,79.47509594007552,80.9351577758789,14220900,QCOM
2020-02-06,78.3978643544195,80.81942116405546,76.73304914200543,80.66807556152344,21059000,QCOM
2020-02-07,79.78668652631669,80.15169683580923,77.79245967267909,77.82807159423828,10725100,QCOM
2020-02-10,77.25828849595139,78.91420536364636,77.00901185647541,78.87859344482422,7481300,QCOM
2020-02-11,79.56412744522095,81.4337094200982,79.14569580290052,80.125,9452800,QCOM
2020-02-12,81.5939460964196,82.29726623874889,81.2734456064397,81.65626525878906,9824200,QCOM
2020-02-13,81.04198832428277,81.35358420073673,79.92914105674669,80.1517105102539,8428300,QCOM
2020-02-14,80.61465066505187,80.83722009616214,79.04775996819717,79.76888275146484,6256500,QCOM
2020-02-18,78.19309432742205,79.23471763699716,77.92600829263252,78.37114715576172,7248100,QCOM
2020-02-19,79.16349545659669,80.67697169849048,78.92312345404588,80.62355041503906,7820900,QCOM
2020-02-20,80.84611366313888,81.79871050569982,78.94982465662402,79.65314483642578,9754900,QCOM
2020-02-21,78.842981479947,79.26141303551397,76.85766625079519,77.4808578491211,12257600,QCOM
2020-02-24,74.69431076593368,75.52226941365535,73.63487798221435,74.17794799804688,12158500,QCOM
2020-02-25,74.72992553720458,75.13945253660894,70.90172803277964,71.4180908203125,14725000,QCOM
2020-02-26,72.11250176703895,73.02948681385492,70.4120679095215,70.9195327758789,13125000,QCOM
2020-02-27,68.66710697078233,69.61080581980504,67.06461140983686,67.60768127441406,17898300,QCOM
2020-02-28,65.66687903195432,71.05305454765518,65.2929572701116,69.708740234375,20843300,QCOM
2020-03-02,70.34973578607236,71.85430716397026,68.66711159794197,71.72076416015625,15043400,QCOM
2020-03-03,71.95222993169982,73.58143944692716,69.29030201037351,69.94020080566406,16356200,QCOM
2020-03-04,70.99909807739712,73.50273232614734,70.03892352433328,73.40402221679688,9894900,QCOM
2020-03-05,71.304195686672,73.01815587361492,70.62220044795502,71.04396057128906,9396200,QCOM
2020-03-06,68.49547353499587,70.06585314734738,68.04679364575257,69.51846313476562,11536500,QCOM
2020-03-09,64.96883970360902,68.28906765344222,64.4573449795253,65.1842041015625,13898500,QCOM
2020-03-10,67.12252576742095,70.9273299686688,66.54821595765951,70.792724609375,13615600,QCOM
2020-03-11,68.45955673191965,69.80559597514345,66.15334310238191,66.96096801757812,13376500,QCOM
2020-03-12,62.384439929664545,65.08549439633734,60.12309662135741,60.14104080200195,19386200,QCOM
2020-03-13,63.87405885222677,68.80056131282757,60.3564107394095,68.0288314819336,15971400,QCOM
2020-03-16,61.27171805864093,63.86508699475571,57.843804343499905,57.86175537109375,16134700,QCOM
2020-03-17,59.14498212978341,62.644679542885484,55.815774983964424,61.79219055175781,16864500,QCOM
2020-03-18,57.03618801373337,58.83090412429047,52.046866477675295,54.90944290161133,18381200,QCOM
2020-03-19,54.84662757216541,60.616654525915735,52.980121051425186,58.32838439941406,17127400,QCOM
2020-03-20,58.35529724040901,61.002512329137616,54.55049422205586,54.65817642211914,16591500,QCOM
2020-03-23,55.2324919989343,58.2027540075921,53.04293543845317,56.11190414428711,14920300,QCOM
2020-03-24,59.225740220860835,60.679465400044904,55.806798530320584,58.74116516113281,18966800,QCOM
2020-03-25,59.13600765952131,60.08720678384087,56.0490879931555,56.60545349121094,15969800,QCOM
2020-03-26,57.43101066688404,62.51006895896539,56.75799101063149,61.899864196777344,15820300,QCOM
2020-03-27,59.674409841839285,62.02549431832471,59.16291517419021,59.75516891479492,9739100,QCOM
2020-03-30,60.29359055994355,62.36648893665934,59.27956988336374,61.94472885131836,9880800,QCOM
2020-03-31,62.187039292289676,63.13823852639027,59.81800987604171,60.70639419555664,13213900,QCOM
2020-04-01,58.328395355447,61.64862435253958,58.328395355447,59.13602066040039,14167900,QCOM
2020-04-02,59.10908841223973,61.253777638554645,58.6065623034211,61.03840637207031,15432900,QCOM
2020-04-03,60.73331116774541,61.63964647718958,57.92457747553406,58.53478240966797,8600700,QCOM
2020-04-06,61.46915361461265,64.0445790117515,60.706399063109934,63.66768264770508,12153100,QCOM
2020-04-07,66.09952905534006,67.2122533392102,63.586918766536726,65.26498413085938,11285600,QCOM
2020-04-08,66.13540922067851,66.74561410962266,64.98678986415104,65.80339050292969,10695600,QCOM
2020-04-09,66.96098366361889,67.15839704785239,62.815179361113366,64.2330093383789,15459400,QCOM
2020-04-13,64.3496684020492,65.96491872950838,64.1073842760862,65.77647399902344,7896500,QCOM
2020-04-14,67.30198549205018,69.69793453245228,67.27506579326328,69.59025573730469,11314100,QCOM
2020-04-15,68.0737143440984,68.50444321016728,66.43154428222003,68.19036865234375,9951700,QCOM
2020-04-16,68.9710574218887,69.71586751160181,67.64296223967364,68.96208190917969,8819700,QCOM
2020-04-17,69.3838556464757,70.2184004884335,67.73271699150759,68.35189056396484,9926000,QCOM
2020-04-20,67.31993259105423,68.40574402876763,66.49436317638249,66.68280792236328,7217700,QCOM
2020-04-21,65.7854749777051,66.37773600409768,64.38559523723552,64.46635437011719,9273800,QCOM
2020-04-22,66.21617431345706,67.60707776648398,65.28291938657952,67.01482391357422,7365300,QCOM
2020-04-23,67.30198355995147,68.35189286037188,66.18925934872757,66.23412322998047,7673800,QCOM
2020-04-24,66.33283937822455,68.29805966748518,66.09953074337106,68.23524475097656,6071300,QCOM
2020-04-27,68.7287796305949,69.83253513008118,67.74168527967825,68.181396484375,7219500,QCOM
2020-04-28,69.19541221529762,69.79664161637017,67.44556340730686,67.56221771240234,6250500,QCOM
2020-04-29,69.24925163268456,71.10678607803521,68.94415259788565,70.864501953125,11950200,QCOM
2020-04-30,72.03104204013545,72.56946320214013,69.34793912706584,70.59526824951172,17113500,QCOM
2020-05-01,68.96209381842951,69.62613810105752,67.01482484921775,67.87628936767578,9742100,QCOM
2020-05-04,67.44557676860025,68.14551643045796,66.48539505475951,67.91220092773438,7202400,QCOM
2020-05-05,68.87237407248013,70.72093332256306,68.701873496334,69.66204833984375,7540800,QCOM
2020-05-06,70.72091115127604,71.91440111750936,70.4606760337004,70.7747573852539,8179700,QCOM
2020-05-07,71.51958271911174,71.94134297594073,70.22738909281028,70.73888397216797,7291800,QCOM
2020-05-08,71.51958309027182,72.76691283493854,71.21448400282836,72.29131317138672,7887200,QCOM
2020-05-11,72.04900479125014,72.92841338589137,71.37598507550385,72.2195053100586,6604600,QCOM
2020-05-12,72.94638951343644,73.39506947832683,70.35301986407505,70.37096405029297,7318100,QCOM
2020-05-13,70.76579430599948,71.34907954468733,68.87236458215958,69.99406433105469,9584800,QCOM
2020-05-14,69.54535945699575,71.7887581491569,68.62108029123488,71.67210388183594,9956800,QCOM
2020-05-15,67.0058484896722,69.72484733938552,66.73664468210026,67.9929428100586,29597800,QCOM
2020-05-18,69.33898387392149,71.95030399513391,69.28514448051472,71.73493957519531,13191000,QCOM
2020-05-19,71.56444198338083,71.9233872622777,69.99406237872985,70.07482147216797,8118400,QCOM
2020-05-20,71.75286622514413,73.5475852608295,71.5105821677029,72.35409545898438,11379200,QCOM
2020-05-21,71.31318433116525,71.86954302497757,69.8774100218419,69.99406433105469,8141500,QCOM
2020-05-22,70.22737401796681,70.67605388061055,69.35693398902811,70.62220764160156,5530400,QCOM
2020-05-26,71.95928463850805,72.30027889824181,69.79664423170307,70.01200866699219,10067300,QCOM
2020-05-27,70.23633124112202,71.17856153766546,68.34290882789813,71.15164184570312,9125900,QCOM
2020-05-28,72.00414731715323,73.11687838122245,69.75177918346631,70.0927734375,11161700,QCOM
2020-05-29,70.62220856345031,72.86560790595269,69.90432488163643,72.57845306396484,10558700,QCOM
2020-06-01,71.69006752547641,72.21951332067131,71.10678233786932,71.54649353027344,6474800,QCOM
2020-06-02,71.72596939945964,76.16789769023244,71.70802521575895,75.94355773925781,13255300,QCOM
2020-06-03,76.82073221737473,77.72503751433878,75.61801141588198,76.06111907958984,13029300,QCOM
2020-06-04,75.91642538196223,78.40326489821747,75.91642538196223,77.80642700195312,12109000,QCOM
2020-06-05,79.57884709728904,80.91722165234464,79.41607190679984,80.07621765136719,11882100,QCOM
2020-06-08,80.48315993029087,82.74392284968106,79.88631520790743,82.6263656616211,9748300,QCOM
2020-06-09,81.5954617463444,81.74014699162038,80.53741941220207,81.16139221191406,7327700,QCOM
2020-06-10,81.61354550303746,83.32268180428717,81.41459725221665,82.30081939697266,9079700,QCOM
2020-06-11,80.13955471581937,80.53744443844467,75.88027670134072,75.97974395751953,15241700,QCOM
2020-06-12,77.99632752586982,78.801158643468,75.53661615102081,77.08297729492188,10113200,QCOM
2020-06-15,75.66322097341644,78.28570766013495,75.14776724079915,78.12293243408203,9852600,QCOM
2020-06-16,81.29703239302619,81.7853579900981,79.36181997090823,80.9533920288086,12639800,QCOM
2020-06-17,82.00240543023276,82.37316701808369,80.75446659160741,81.33322143554688,7620300,QCOM
2020-06-18,81.25183104513489,81.83058589388074,80.5103009639729,81.31513214111328,5709500,QCOM
2020-06-19,81.26990850843593,81.61354199096533,79.16287579621645,80.31134033203125,23213800,QCOM
2020-06-22,80.2299693014757,80.88107023744546,79.22618984173937,80.6007308959961,8028000,QCOM
2020-06-23,81.51407698336945,81.93910156675182,80.5826436534728,80.79967498779297,7778700,QCOM
2020-06-24,80.63690741486198,81.23375226501157,79.05437303251685,80.60977935791016,8208800,QCOM
2020-06-25,80.21185446528499,80.89912822900558,78.96391599107912,80.44697570800781,7062600,QCOM
2020-06-26,80.54646228776986,81.14330701957658,79.16287646314646,79.59693908691406,9126500,QCOM
2020-06-29,79.76877100587868,80.61882020973022,78.38518497785785,80.49221801757812,5870400,QCOM
2020-06-30,80.66402632181517,83.13278271392709,80.4831680297835,82.48168182373047,9378500,QCOM
2020-07-01,82.30082853991745,82.56307790883307,81.00767166522434,81.18852996826172,6990600,QCOM
2020-07-02,82.3731503080627,83.64822384262537,82.11090789388652,83.0785140991211,8317300,QCOM
2020-07-06,84.2902797091631,84.77860530362807,83.2865004704241,84.02803039550781,6933100,QCOM
2020-07-07,84.07326795368036,84.5977667029073,83.11470650801206,83.32269287109375,6722400,QCOM
2020-07-08,84.34456006502076,84.64298249734351,83.50355578257644,84.57968139648438,6692700,QCOM
2020-07-09,84.95948037314017,84.95948037314017,82.68967903235144,84.32646942138672,6287700,QCOM
2020-07-10,84.10038760556188,84.57062329626592,82.7981858477638,83.65727996826172,5687600,QCOM
2020-07-13,84.37168482523909,85.1222529592015,82.47263823036803,82.59020233154297,7606400,QCOM
2020-07-14,82.16517014493265,83.75674921171009,80.66402021732755,83.53971099853516,6571000,QCOM
2020-07-15,84.03708442782,84.03708442782,82.30082006006953,83.69345092773438,6154100,QCOM
2020-07-16,82.52688109775055,82.96998864207313,82.00238251099317,82.47261810302734,6178700,QCOM
2020-07-17,82.90671256293658,83.61206961332215,82.2917846652898,83.40408325195312,5985700,QCOM
2020-07-20,83.3679121262191,84.34455665725766,82.56308091954072,84.2541275024414,5407500,QCOM
2020-07-21,84.59775331562238,84.86904073314244,83.02425731694154,83.47640991210938,7098600,QCOM
2020-07-22,83.86526489968249,84.36263553472455,82.89765858184721,83.73866271972656,4366400,QCOM
2020-07-23,84.01900427701672,84.07326038436153,80.69116067360417,81.08905029296875,9438500,QCOM
2020-07-24,80.6730749295945,81.64972630875519,79.13575868037267,80.38369750976562,9520000,QCOM
2020-07-27,81.40554817779288,83.9556884752715,80.7182812176929,83.82908630371094,8021700,QCOM
2020-07-28,83.34981611634426,83.72962267863393,81.90292904621565,82.69871520996094,5818400,QCOM
2020-07-29,83.26840780369868,84.661038360847,82.96094050960892,84.12749481201172,11453000,QCOM
