Date,HA_Open,HA_High,HA_Low,HA_Close,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist
2022-03-01,441.36904651617454,449.3299756035875,421.5589949090513,435.19330047855476,,,6.516316259888356,4.214914964077303,2.3014012958110532
2022-03-02,438.28117349736465,447.9545499230366,430.41600162195084,437.7757551130236,,,6.63518622782351,4.698969216826544,1.936217010996966
2022-03-03,438.0284643051941,444.4429428030152,419.22763068353066,431.88893662854264,,,4.8279778476969,4.724770943000616,0.10320690469628424
2022-03-04,434.9587004668684,434.9587004668684,397.34830585874255,408.4391324936845,,,2.0949156367487944,4.198799881750252,-2.103884245001457
2022-03-07,421.69891648027647,421.69891648027647,372.0550034620078,389.94957221519667,,,-2.582061187422994,2.8426276679156026,-5.424688855338596
2022-03-08,405.82424434773657,405.82424434773657,364.41729233395995,380.4341399792245,,,-5.210023360408343,1.2320974622508136,-6.442120822659156
2022-03-09,393.1291921634805,412.438531187161,393.1291921634805,403.0815490551154,,,-5.363862258835923,-0.08709448196653366,-5.276767776869389
2022-03-10,398.10537060929795,401.7086007350842,389.7983711339302,396.68503962891134,,,-6.131368474294618,-1.2959492804321506,-4.835419193862467
2022-03-11,397.3952051191046,413.1116233377428,385.4186650426393,398.31407728527785,,,-7.699290107247464,-2.5766174457952133,-5.122672661452251
2022-03-14,397.85464120219126,397.85464120219126,373.8498523984927,383.37752596878465,,,-9.674916218915712,-3.9962772004193132,-5.678639018496399
2022-03-15,390.61608358548796,413.2481899989692,374.6692661103991,393.80266037646163,416.0860148835016,,-8.248199739807717,-4.8466617082969945,-3.4015380315107224
2022-03-16,392.20937198097477,433.16679578834174,392.20937198097477,422.2808027071368,414.9252343825088,,-5.568847883362253,-4.991098943310046,-0.5777489400522064
2022-03-17,407.2450873440558,442.51153646634646,407.2450873440558,432.27422471279846,413.9632483466448,,-2.584470494247171,-4.509773253497471,1.9253027592503003
2022-03-18,419.7596560284271,460.6061536510321,419.7596560284271,447.6229470940051,413.6625190836358,,1.2336177216740225,-3.3610950584631727,4.594712780137195
2022-03-21,433.6913015612161,459.26003813310587,433.6913015612161,451.1394360764671,413.69109954509,,3.7868553140869494,-1.9315049839531484,5.718360298040098
2022-03-22,442.4153688188416,469.2680436789976,442.4153688188416,458.28695648824527,413.96495541967465,,6.189188273647176,-0.30736633243308364,6.4965546060802595
2022-03-23,450.35116265354344,471.8139675692322,448.0715908716863,456.3823961385962,414.49013651521693,,7.5004854358936655,1.2542040212322663,6.246281414661399
2022-03-24,453.36677939606983,483.62666742328656,453.0464242007728,468.67550981441457,415.0961332163872,,10.846818158647864,3.172726848715386,7.674091309932478
2022-03-25,461.02114460524217,484.3192530193361,461.02114460524217,478.39096637498005,415.8089898747401,,13.103755932835895,5.1589326655394885,7.944823267296407
2022-03-28,469.7060554901111,487.19677232750894,469.1997922242254,479.6273160653985,416.7415165455912,,15.337407046591409,7.194627541749873,8.142779504841535
2022-03-29,474.66668577775476,502.0626121912243,474.66668577775476,494.8028501479818,418.1831312923509,,17.907868421932847,9.337275717786468,8.570592704146378
2022-03-30,484.7347679628683,500.16124703673626,474.7917388412432,487.64500489287263,419.684530441292,,17.920672712241526,11.05395511667748,6.866717595564046
2022-03-31,486.1898864278705,487.4618751445985,473.66836953967504,479.98387903400595,421.1224955041653,,17.514520056107187,12.346068104563422,5.168451951543766
2022-04-01,483.0868827309382,483.0868827309382,445.39748659115367,462.71019253234226,422.31745751689846,,15.276070656186107,12.93206861488796,2.344002041298147
2022-04-04,472.89853763164024,472.89853763164024,453.28090782855645,460.42187203533877,423.6603286397424,,14.199962045115285,13.185647300933425,1.0143147441818599
2022-04-05,466.6602048334895,466.6602048334895,428.01882801165533,443.92483551289064,424.8882481766874,,10.45588025198424,12.639693891143589,-2.1838136391593483
2022-04-06,455.29252017319004,455.29252017319004,411.7343296493029,421.23445416749496,425.839305910071,,6.769778757766176,11.465710864468107,-4.695932106701932
2022-04-07,438.2634871703425,438.2634871703425,412.0957652108617,422.2064454986737,426.82409361206487,,4.198971870736841,10.012363065721855,-5.813391194985014
2022-04-08,430.2349663345081,430.2349663345081,401.14492143460495,410.94298496421277,427.76421645503433,,0.21058188239442188,8.052006829056369,-7.841424946661947
2022-04-11,420.58897564936046,420.58897564936046,383.7663273933688,391.4763198555854,428.4924883541996,,-4.122939012447091,5.617017660755677,-9.73995667320277
2022-04-12,406.03264775247294,406.03264775247294,388.44559017795336,394.7317871620445,428.78483084581967,,-7.086977100589195,3.076218708486703,-10.163195809075898
2022-04-13,400.3822174572587,413.1703112319463,391.05379242685416,402.1902038106793,428.958582368672,,-7.801089103173354,0.9007571461546917,-8.701846249328046
2022-04-14,401.286210633969,411.96875710582646,399.8945363890496,405.3357583630106,429.0133719982699,,-9.149140927651104,-1.1092224686064673,-8.039918459044635
2022-04-18,403.3109844984898,419.52006223879545,398.29250302978716,408.04418852234636,429.4003328568682,,-8.812118393077128,-2.6498016535005995,-6.162316739576529
2022-04-19,405.6775865104181,428.3900670191389,405.6775865104181,419.91077790675376,430.08339693619405,,-7.549144210289967,-3.629670164858473,-3.919474045431494
2022-04-20,412.79418220858594,436.9573219747684,412.79418220858594,427.7014160095676,430.8276050438733,,-6.8835001532481215,-4.280436162536403,-2.6030639907117186
2022-04-21,420.24779910907677,433.7336002532116,402.9912648265707,417.43683904260547,431.36023094437985,,-7.5794781399972635,-4.940244558028575,-2.6392335819686883
2022-04-22,418.84231907584115,418.84231907584115,393.8867395150654,400.9398031928084,431.2524805445908,,-8.922863970123046,-5.73676844044747,-3.186095529675576
2022-04-25,409.8910611343248,411.5584668622162,388.94375935695814,400.42695880557903,431.2153364450342,,-8.629962408017548,-6.315407233961486,-2.3145551740560615
2022-04-26,405.1590099699519,405.1590099699519,384.713919464011,393.63524583550986,430.5398569227162,,-10.312664019729198,-7.114858591115029,-3.197805428614169
2022-04-27,399.39712790273086,399.39712790273086,380.5915323452608,385.5491833589157,429.9397865285226,,-11.668568820280086,-8.025600636948042,-3.6429681833320444
2022-04-28,392.47315563082327,408.3054782348595,381.3534323551552,396.07985726690595,428.8625923480298,,-11.030795491140282,-8.62663960778649,-2.4041558833537913
2022-04-29,394.2765064488646,405.32607844715494,381.07996857010653,390.9464311203657,427.357857360267,,-11.983436431040047,-9.297998972437203,-2.685437458602845
2022-05-02,392.6114687846151,406.0195441882189,381.3631690230875,393.1247584919707,426.005792000543,,-11.141461933105063,-9.666691564570774,-1.4747703685342888
2022-05-03,392.8681136382929,451.46394843135204,392.8681136382929,437.48484069410034,425.8012272963695,,-6.722616929164076,-9.077876637489435,2.3552597083253595
2022-05-04,415.1764771661966,471.1381890516007,415.1764771661966,451.974289741549,426.0088694264567,,-1.4921482708339795,-7.560730964158345,6.068582693324365
2022-05-05,433.5753834538728,462.033763446384,433.28426508687676,449.32459223278465,426.3370979760889,,0.5024001274451848,-5.9481047458376395,6.450504873282824
2022-05-06,441.4499878433287,444.2838216328208,416.23768032880173,432.837269548925,426.5131112702491,,1.5107395066557956,-4.4563358953389525,5.967075401994748
2022-05-09,437.1436286961268,437.1436286961268,393.82812715395085,410.82824038472245,425.8414994490891,,-0.6932990935310386,-3.70372853497737,3.0104294414463313
2022-05-10,423.98593454042464,423.98593454042464,389.33451396526397,403.92418443077815,425.0279541851628,,-1.9407436624121033,-3.351131560464317,1.4103878980522135
2022-05-11,413.9550594856014,413.9550594856014,376.7913721155845,391.50070619094924,424.15410229941074,,-4.9283244292937525,-3.666570134230204,-1.2617542950635485
2022-05-12,402.7278828382753,402.7278828382753,367.42317028220276,376.749916510225,422.93358552735475,,-7.079596539924864,-4.349175415369136,-2.730421124555728
2022-05-13,389.73889967425015,424.58026973631496,388.79724238232365,406.63991665643846,422.42860512791265,,-5.314021477954043,-4.542144627886118,-0.7718768500679252
2022-05-16,398.1894081653443,422.4115324466215,398.1894081653443,412.94803325391024,422.51878314311716,,-5.0133809547149895,-4.636391893251893,-0.37698906146309685
2022-05-17,405.56872070962726,433.0986505301309,405.56872070962726,425.6743754830142,423.23327920847356,,-2.686788463020946,-4.246471207205704,1.5596827441847578
2022-05-18,415.62154809632074,437.1331691682089,397.80407015259186,415.1998120503487,423.928592649896,,-3.306762278888584,-4.05852942154228,0.751767142653696
2022-05-19,415.41068007333473,420.0963732042509,394.3556472763272,405.575085018835,423.97846336917036,,-3.339461481651938,-3.914715833564212,0.5752543519122741
2022-05-20,410.49288254608484,419.96938936700764,386.3941160796779,408.38850388319764,424.21253265425605,,-3.2155869943314315,-3.7748900657176563,0.5593030713862248
2022-05-23,409.4406932146412,410.28847947761193,401.38914129200265,406.4151644333085,424.3745543972168,,-3.032798769398653,-3.6264718064538557,0.5936730370552028
2022-05-24,407.92792882397487,407.92792882397487,378.4032076878181,390.0964460273564,424.5089327983882,,-5.217008761217414,-3.9445791974065676,-1.2724295638108467
2022-05-25,399.0121874256656,399.0121874256656,375.63867707665975,385.58817131920136,424.3446430172429,420.2153289503723,-5.842525326082921,-4.324168423141838,-1.5183569029410826
2022-05-26,392.3001793724335,415.40735166715666,388.0938668827441,401.86295554632557,423.9362860740267,419.43076022826773,-4.702791977532172,-4.399893134019905,-0.30289884351226704
2022-05-27,397.0815674593795,448.13279192829106,397.0815674593795,433.0864466902056,423.9525305135749,418.9578894301098,-1.0926788607345657,-3.738450279362837,2.6457714186282715
2022-05-31,415.08400707479257,447.40985284292725,415.08400707479257,440.58880813060443,423.81184773430687,418.7371834089713,1.3227211022722827,-2.7262160030358134,4.048937105308096
2022-06-01,427.8364076026985,446.4329614761616,427.8364076026985,440.1711739095347,423.59248249096817,418.6417910180291,3.03328756123949,-1.5743152901807527,4.607602851420243
2022-06-02,434.0037907561166,462.102121016718,430.6564332630265,446.80420899610607,423.3628275411254,418.6638914804,6.2130669972102055,-0.016838832702561018,6.2299058299127665
2022-06-03,440.40399987611136,449.7055756172963,438.90131255121764,445.3316055948186,423.1418117302499,418.8159741227334,7.477101025958348,1.4819491390296209,5.995151886928727
2022-06-06,442.867802735465,464.01677386448716,442.867802735465,456.1553596945487,422.89140872785254,418.9937709721199,9.05552310320735,2.9966639318651667,6.058859171342183
2022-06-07,449.5115812150068,465.1597450377581,447.74200353860914,455.86230473456084,422.44083549504415,419.1249126848922,10.760970525534674,4.549525250599069,6.211445274935605
2022-06-08,452.68694297478385,462.6687416600699,440.8453007139481,451.4590732353675,421.8774706384436,419.3094935920173,10.763524428042047,5.792325086087664,4.9711993419543825
2022-06-09,452.0730081050757,452.0730081050757,433.69451653316463,440.3372863608926,420.7881593627018,419.4856453275263,9.565902073632742,6.54704048359668,3.018861590036062
2022-06-10,446.20514723298413,446.20514723298413,412.79905879888776,420.5407996825945,419.4460752584962,419.5653028498941,6.92417874715693,6.62246813630873,0.3017106108481995
2022-06-13,433.3729734577893,433.3729734577893,379.3508172782053,390.26499638506004,417.65169760551726,419.38709655484126,2.1275729977245987,5.723489108591904,-3.5959161108673054
2022-06-14,411.81898492142466,411.81898492142466,385.4758736682825,393.03934067893454,416.2582805684492,419.28786904267383,-0.28940623304129076,4.5209100402652656,-4.810316273306556
2022-06-15,402.4291628001796,416.10092189399455,393.76949002391524,404.7178471697186,415.1442000711367,419.40226435543957,-1.4760724502476137,3.32151354216269,-4.797585992410303
2022-06-16,403.57350498494907,403.57350498494907,372.39541338049395,384.4915971004878,413.95553530288873,419.4218917397881,-4.654329088672114,1.7263450159957292,-6.380674104667843
2022-06-17,394.0325510427184,394.0325510427184,372.756879190828,383.4195047600957,413.1992363147407,419.5192711124058,-6.199882007879296,0.14109961122072423,-6.34098161910002
2022-06-21,388.72602790140706,407.42623873955165,388.72602790140706,401.22794338105837,412.7796662723884,419.8018799422266,-6.227329355147333,-1.1325861820528873,-5.094743173094446
2022-06-22,394.9769856412327,403.58717702307877,390.2039436015413,394.5412820044253,412.4516322131926,420.1079243341135,-7.142605691596771,-2.3345900839616642,-4.808015607635106
2022-06-23,394.75913382282897,401.11565722094,384.2449934754241,392.7120750595089,412.47634731727106,420.48441783573537,-7.841425757678564,-3.4359572187050444,-4.40546853897352
2022-06-24,393.7356044411689,411.0504448679713,393.7356044411689,404.4736199821732,412.6711839736737,420.72800740974674,-6.7597297682766,-4.1007117286193555,-2.6590180396572443
2022-06-27,399.10461221167105,418.49436751726046,399.10461221167105,411.71727901115617,412.8617254776833,420.91015392317763,-6.033920365603308,-4.487353456016146,-1.5465669095871615
2022-06-28,405.4109456114136,418.6799471893147,386.68720730361747,400.55642845998545,412.76613887962264,420.8897554389464,-6.934015057081012,-4.97668577622912,-1.9573292808518925
2022-06-29,402.9836870356995,402.9836870356995,375.4882101280491,381.556315585313,412.2363814208821,420.8183571388752,-7.870154030678464,-5.555379427118989,-2.3147746035594743
2022-06-30,392.27000131050625,392.27000131050625,368.0009090747995,377.00274191349683,411.37822070101697,420.7308088186055,-9.167399648821402,-6.277783471459472,-2.8896161773619298
2022-07-01,384.63637161200154,384.63637161200154,348.76892670423,362.98002129722465,410.0837928067701,420.4556989253217,-11.569741860547595,-7.336175149277097,-4.233566711270497
2022-07-05,373.8081964546131,373.8081964546131,340.6161534355379,352.78662170600313,408.790788460038,420.07550970220893,-13.02260193433591,-8.47346050628886,-4.549141428047049
2022-07-06,363.2974090803081,366.6307032668312,357.0294052279859,362.2949475249852,408.0178913466815,419.6351859456361,-13.985931648700443,-9.575954734771178,-4.409976913929265
2022-07-07,362.7961783026467,382.0064837713567,362.7961783026467,375.2973222573687,407.5152986157173,419.36531753037576,-13.207953958095402,-10.302354579436024,-2.905599378659378
2022-07-08,369.0467502800077,387.1643464899995,369.0467502800077,379.13147254709065,407.225223149949,418.88254003633256,-11.761630334501149,-10.59420973044905,-1.167420604052099
2022-07-11,374.0891114135492,386.8315778190923,374.0891114135492,382.2364679279061,407.1589688413288,418.5493776849256,-10.94961410783219,-10.665290605925678,-0.28432350190651157
2022-07-12,378.16278967072765,386.54778003908103,372.1507015174687,380.1713668945348,406.84079903388135,417.8516956909556,-10.522797134520317,-10.636791911644607,0.11399477712429018
2022-07-13,379.1670782826312,382.44691654766666,364.0860103393504,373.14901365524827,406.484850684579,416.921354022423,-9.906081120153942,-10.490649753346474,0.5845686331925322
2022-07-14,376.15804596893975,389.5035632644942,371.4460577367679,381.8279062801389,406.25891364034237,416.1323528204427,-8.644026310475851,-10.12132506477235,1.4772987542964984
2022-07-15,378.9929761245393,403.74397474713965,378.9929761245393,397.55843517372904,405.4603855299349,415.63080641315224,-6.442603155168854,-9.385580682851652,2.942977527682798
2022-07-18,388.2757056491342,415.64530047875604,388.2757056491342,405.63783729389746,404.5336564809819,415.2712629537193,-4.738890303333619,-8.456242606948045,3.717352303614426
2022-07-19,396.9567714715158,419.0904127569004,396.9567714715158,411.8820916357075,403.78480646904035,415.06095222256465,-2.00718128067723,-7.166430341693882,5.159249061016652
2022-07-20,404.4194315536117,435.77768326579303,404.4194315536117,425.0386177952044,403.628833433966,415.07097235210756,1.393410152576223,-5.4544622428398615,6.8478723954160845
2022-07-21,414.72902467440804,448.23683528894134,414.72902467440804,439.90786949541985,404.2104260161799,415.0259627326346,5.1301744327000165,-3.3375349077318863,8.467709340431902
2022-07-22,427.31844708491394,444.5764293783754,422.5942547137991,433.12534715980064,404.7944492707603,414.9112017279616,6.469890205176341,-1.3760498851502407,7.845940090326582
2022-07-25,430.2218971223573,430.2218971223573,405.4567785546118,418.0016028882944,405.3244672047073,414.73928475205895,6.964853789269057,0.29213084973361886,6.672722939535438
2022-07-26,424.11175000532586,424.11175000532586,410.68309894717504,415.48375503878214,406.0991439752784,414.5163647513166,6.635394582759886,1.5607835963388725,5.074610986421014
2022-07-27,419.797752522054,446.69050888637,419.797752522054,433.64898884404147,406.63932541903046,414.53396527347155,8.558029719078093,2.960232820886717,5.597796898191376
2022-07-28,426.72337068304773,451.96584594801135,426.72337068304773,444.0822009840648,407.2620087736335,414.8903959583753,10.677320207909816,4.503650298291337,6.173669909618479
2022-07-29,435.40278583355627,459.6684043723575,435.40278583355627,451.5988142006935,407.7804975479871,415.50688837823037,12.57598035048079,6.118116308729228,6.457864041751563
2022-08-01,443.5008000171249,455.5969313363056,437.8624218385194,449.37468287927516,408.46399496456564,416.19629380723086,13.731278426381152,7.640748732259613,6.090529694121539
2022-08-02,446.43774144820003,501.1076398764066,446.43774144820003,487.80920077201154,410.1086772796292,417.04357032439975,17.869958638996593,9.68659071360701,8.183367925389582
2022-08-03,467.1234711101058,517.8340929689833,467.1234711101058,505.3895748079636,412.0486986981245,418.13061567619036,22.50159772622277,12.249592116130163,10.252005610092606
2022-08-04,486.25652295903467,526.5445947200419,486.25652295903467,516.9433135660727,414.25926168077973,419.3169080389983,26.251821758775634,15.050038044659258,11.201783714116376
2022-08-05,501.5999182625537,524.538374238059,501.5999182625537,517.533142240425,416.8079956050411,420.65846420171465,28.997840042593452,17.839598444246096,11.158241598347356
2022-08-08,509.5665302514893,525.1353759618845,509.5665302514893,519.8551604210018,419.4933353870772,421.9189892021601,31.06787806428548,20.485254368253973,10.582623696031508
2022-08-09,514.7108453362455,514.7108453362455,491.99569162299525,504.01687793331183,421.5364138348169,422.7363499544218,30.425933392691945,22.473390173141567,7.952543219550378
2022-08-10,509.3638616347787,522.7667883371986,501.60674245331734,515.2844258153339,423.1803734173194,423.5664519654472,31.21191946291202,24.22109603109566,6.990823431816363
2022-08-11,512.3241437250563,529.8723941053049,506.2557349296988,516.7183015603129,424.70296328591365,424.25740551011023,30.375856846764748,25.452048194229477,4.923808652535271
2022-08-12,514.5212226426845,519.68384848348,507.5378866006361,513.5203365929202,426.16994653958136,424.8812145152748,30.13823604973561,26.389285765330705,3.7489502844049056
2022-08-15,514.0207796178024,527.2493366877549,512.1867340183444,520.2930307208641,427.6397229740765,425.5012752576009,30.321427124056925,27.17571403707595,3.145713086980976
2022-08-16,517.1569051693332,526.5447080828776,511.208090809576,520.1634113884048,429.13635908994826,426.1390854100991,29.692343621087616,27.679039953878284,2.013303667209332
2022-08-17,518.660158278869,518.660158278869,500.05057817869294,509.6885762123478,430.20702342030427,426.54921607407846,28.009297959395212,27.74509155498167,0.2642064044135424
2022-08-18,514.1743672456084,523.3933341580542,509.97497888462544,515.8032941406022,431.40584320842504,426.9233393517346,26.897713889399142,27.575616021865166,-0.6779021324660235
2022-08-19,514.9888306931053,514.9888306931053,499.24809298703013,504.3790713392877,432.4642431705035,427.17085690447345,24.503094344789247,26.961111686449982,-2.458017341660735
2022-08-22,509.6839510161965,509.6839510161965,479.9279883844767,486.14780184793267,433.3804534802442,427.084306421473,20.785448435783735,25.725979036316733,-4.940530600532998
2022-08-23,497.9158764320646,497.9158764320646,481.40587523339224,486.2383415464348,434.6944043175211,427.0702397880086,18.09419163387588,24.199621555828564,-6.105429921952684
2022-08-24,492.0771089892497,492.0771089892497,481.89521210945236,487.053101200746,436.6301664138348,427.140932009676,15.748221486223997,22.509341541907652,-6.761120055683655
2022-08-25,489.5651050949979,503.6914547999698,487.40544332087825,495.4970605801581,438.6793208118592,427.4688006901542,15.083003223708602,21.024073878267842,-5.94107065455924
2022-08-26,492.53108283757797,502.08636784598986,465.5799050941937,483.1847246120217,440.2486583607053,427.696429215921,11.437922291637733,19.106843560941822,-7.668921269304089
2022-08-29,487.8579037247998,487.8579037247998,450.5368008772999,457.754918049848,441.71392477969243,427.8347300412906,7.291544628549843,16.743783774463427,-9.452239145913584
2022-08-30,472.8064108873239,472.8064108873239,443.9696473396602,453.8450032288416,443.1224347490674,428.160835531904,4.069956777643711,14.209018375099484,-10.139061597455774
2022-08-31,463.3257070580828,463.3257070580828,437.2946351058712,448.20253732102844,444.0619266278668,428.4207964501276,0.7195609171101296,11.511126883501614,-10.791565966391484
2022-09-01,455.7641221895556,455.7641221895556,394.8277977414983,418.5643412814152,444.5423878134066,428.4970100132996,-4.077045725303037,8.393492361740684,-12.470538087043721
2022-09-02,437.1642317354854,437.1642317354854,410.3307826879153,418.8824021654724,445.06579435552595,428.7710708363985,-7.870588939481024,5.140676101496343,-13.011265040977367
2022-09-06,428.0233169504789,428.0233169504789,407.05207450927406,412.63571473541185,445.22903625059064,428.95011011213217,-11.184797122063173,1.8755814567844395,-13.060378578847613
2022-09-07,420.3295158429454,422.31046904996333,406.7095743362033,415.21960401149,445.2990827505973,429.0804041141403,-13.005910473434199,-1.100716929259288,-11.90519354417491
2022-09-08,417.7745599272177,429.4453430175781,408.7550933213301,419.91255497976033,445.68620528099285,429.2261720803077,-13.379607862720661,-3.556495115951563,-9.823112746769098
2022-09-09,418.843557453489,444.63514800038985,418.843557453489,438.09238292418166,446.81692662777016,429.52665402432615,-12.862524796529613,-5.417701052067173,-7.44482374446244
2022-09-12,428.46797018883535,442.2274848701347,428.46797018883535,437.27513445423085,448.0223744785848,429.7002975898009,-12.332682624037034,-6.800697366461145,-5.531985257575888
2022-09-13,432.8715523215331,432.8715523215331,411.9555323104904,416.92745433009406,449.1013231392423,429.59255797300614,-13.696884517060425,-8.179934796581001,-5.516949720479424
2022-09-14,424.8995033258136,424.8995033258136,409.98827374492834,418.7111668396992,450.4198140419162,429.60530125097716,-14.033420722471021,-9.350631981759006,-4.682788740712015
2022-09-15,421.8053350827564,422.2223258583624,407.59039231694595,414.3411455064559,451.4607380015456,429.73931467411364,-14.982716551810142,-10.477048895769235,-4.505667656040908
2022-09-16,418.0732402946062,418.0732402946062,398.4294626458524,406.47703872281056,452.08433233085447,429.79981547328583,-15.627556972999798,-11.507150511215348,-4.12040646178445
2022-09-19,412.2751395087084,413.32572761129313,401.27761431249996,406.2593329681911,452.6268895392765,429.9260563446127,-15.978098990910723,-12.401340207154425,-3.576758783756299
2022-09-20,409.26723623844975,409.26723623844975,400.32820963312366,403.58981005047355,453.05395638172774,430.10646261152834,-16.603128799095316,-13.241697925542603,-3.361430873552713
2022-09-21,406.4285231444617,413.1691236768504,395.0529279744586,401.8403746189026,453.48733653621514,430.16406778504825,-17.448576594522706,-14.083073659338623,-3.3655029351840824
2022-09-22,404.13444888168215,404.13444888168215,372.3073185090791,383.2959642148824,453.6902755474078,430.0875631159935,-19.64148101788112,-15.194755131047124,-4.446725886833995
2022-09-23,393.71520654828225,393.71520654828225,352.8796409805536,363.8340363166807,453.3303981481387,429.7946558942405,-21.953176270197332,-16.546439358877166,-5.406736911320166
