Date,HA_Open,HA_High,HA_Low,HA_Close,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist,Current_Holding,Buy_Signal,Sell_Signal,Cash,Holdings,Total_Value
2020-01-23,52.964389238792975,52.964389238792975,51.20015415320568,52.00270054548402,,,-0.3929797172169529,-0.2808559473188156,-0.1121237698981373,0,False,False,90045.06964447019,9745.447619937908,99790.5172644081
2020-01-24,52.4835448921385,52.57466425987929,51.959755623543856,52.3169454527051,,,-0.4303941187898203,-0.3107635816130165,-0.1196305371768038,0,True,False,90045.06964447019,9656.972260153483,99702.04190462368
2020-01-27,52.4002451724218,52.4002451724218,49.78948430477909,50.171540098772546,,,-0.632979456503378,-0.3752067565910888,-0.2577726999122891,0,True,False,90045.06964447019,9641.645111725611,99686.7147561958
2020-01-28,51.28589263559717,51.65229886625861,50.16928520731896,50.96052754543371,,,-0.6524771121170758,-0.4306608276962862,-0.2218162844207896,0,False,False,90045.06964447019,9436.60424494988,99481.67388942007
2020-01-29,51.12321009051544,52.01400444475749,51.12321009051544,51.78793437152865,,,-0.6531044434710935,-0.4751495508512477,-0.1779548926198458,0,True,False,90045.06964447019,9406.670656654842,99451.74030112503
2020-01-30,51.455572231022046,51.455572231022046,49.789485729245605,50.18284568495883,,,-0.7464220939586355,-0.5294040594727253,-0.2170180344859101,0,False,False,90045.06964447019,9467.825290508057,99512.89493497825
2020-01-31,50.81920895799044,50.81920895799044,48.46924475493754,49.38482588722373,,,-0.9452005974960612,-0.6125633670773926,-0.3326372304186688,0,True,False,90045.06964447019,9350.734448270241,99395.80409274044
2020-02-03,50.10201742260709,50.10201742260709,48.95754540326487,49.328298753307344,,,-1.0302949531840395,-0.696109684298722,-0.3341852688853177,0,True,False,90045.06964447019,9218.771205759705,99263.8408502299
2020-02-04,49.715158087957214,52.12251983020875,49.715158087957214,51.76533090406664,,,-0.8868485063927665,-0.734257448717531,-0.1525910576752355,0,False,False,90045.06964447019,9147.589088184128,99192.65873265432
2020-02-05,50.740244496011925,52.58370771859022,50.740244496011925,52.298858262444,,,-0.7355005224695788,-0.7345060634679406,-0.0009944590016381,0,True,False,90045.06964447019,9336.204987266194,99381.27463173638
2020-02-06,51.51955137922796,52.70125119905132,51.51955137922796,52.41414407177745,,,-0.6013282968035014,-0.7078705101350528,0.1065422133315513,0,False,False,90045.06964447019,9479.597453777946,99524.66709824813
2020-02-07,51.9668477255027,51.9668477255027,50.693763877935005,51.21372205669616,,,-0.6206420492900548,-0.6904248179660533,0.0697827686759984,0,True,False,90045.06964447019,9561.899981492497,99606.9696259627
2020-02-10,51.59028489109943,51.59028489109943,50.9469657604146,51.28380845629215,,,-0.5695490845501396,-0.6662496712828706,0.0967005867327309,0,True,False,90045.06964447019,9492.612419962295,99537.68206443249
2020-02-11,51.43704667369579,53.26190787525276,51.43704667369579,52.74646948403601,,,-0.4047259611747407,-0.6139449292612447,0.2092189680865039,0,False,False,90045.06964447019,9464.416587960026,99509.48623243021
2020-02-12,52.0917580788659,54.0305398401077,52.0917580788659,53.69821869613257,,,-0.2010068795205271,-0.5313573193131012,0.330350439792574,0,True,False,90045.06964447019,9584.883486511326,99629.95313098152
2020-02-13,52.89498838749924,53.98533836486838,52.89498838749924,53.55580730113391,,,-0.0607470677874673,-0.4372352690079744,0.3764882012205071,0,False,False,90045.06964447019,9732.67786329986,99777.74750777005
2020-02-14,53.225397844316575,53.506067898758566,52.33050850043155,52.95672042015104,,,-0.0324000671734694,-0.3562682286410734,0.323868161467604,0,True,False,90045.06964447019,9793.47320335425,99838.54284782444
2020-02-18,53.09105913223381,53.09105913223381,50.30492500532261,50.74575930497426,,,-0.1548153992797125,-0.3159776627688013,0.1611622634890887,0,False,False,90045.06964447019,9768.75488033102,99813.82452480121
2020-02-19,51.91840921860403,52.39379899482951,51.54378000500331,51.95748621186612,,,-0.1436422772029217,-0.2815105856556254,0.1378683084527036,0,True,False,90045.06964447019,9552.987296223142,99598.05694069334
2020-02-20,51.93794771523507,51.93794771523507,50.467694941229226,51.15268355341395,,,-0.2169290048720569,-0.2685942694989117,0.0516652646268548,0,False,False,90045.06964447019,9556.582379603253,99601.65202407344
2020-02-21,51.54531563432451,51.54531563432451,50.2054577545611,50.732199503176794,,,-0.3360759804709943,-0.2820906116933283,-0.053985368777666,0,True,False,90045.06964447019,9484.33807671571,99529.4077211859
2020-02-24,51.13875756875065,51.13875756875065,48.08944178157622,48.726956011189955,,,-0.5316355403157758,-0.3319995974178177,-0.199635942897958,0,True,False,90045.06964447019,9409.531392650119,99454.6010371203
2020-02-25,49.9328567899703,50.160239661957554,48.67722612995989,49.39386514376487,,,-0.6975482030182008,-0.4051093185378944,-0.2924388844803063,0,False,False,90045.06964447019,9187.645649354536,99232.71529382473
2020-02-26,49.663360966867586,50.105978145070374,49.174574130144926,49.579237349152855,,,-0.7351887358636446,-0.4711252020030445,-0.2640635338606001,0,True,False,90045.06964447019,9138.058417903636,99183.12806237383
2020-02-27,49.62129915801022,49.62129915801022,48.17083311459755,48.68627069557748,,,-0.881816979211834,-0.5532635574448024,-0.3285534217670316,0,False,False,90045.06964447019,9130.31904507388,99175.38868954407
2020-02-28,49.15378492679385,49.15378492679385,46.118121349459074,47.52879281368304,,,-0.9469729137209342,-0.6320054287000287,-0.3149674850209054,0,True,False,90045.06964447019,9044.296426530067,99089.36607100026
2020-03-02,48.34128887023845,50.64854138436017,48.34128887023845,49.77817618314205,,,-0.832858648892099,-0.6721760727384428,-0.1606825761536562,0,True,False,90045.06964447019,8894.797152123874,98939.86679659407
2020-03-03,49.05973252669024,50.974091164347925,48.86712764564945,50.09468282292647,,,-0.8133104088562035,-0.700402939961995,-0.1129074688942085,0,False,False,90045.06964447019,9026.990784911004,99072.06042938119
2020-03-04,49.57720767480835,51.62516063461408,49.57720767480835,51.021556308122946,,,-0.6300278492503324,-0.6863279218196625,0.0563000725693301,0,True,False,90045.06964447019,9122.206212164736,99167.27585663492
2020-03-05,50.29938199146565,50.99216630839531,49.96129134656487,50.52194283827989,,,-0.5766344066016913,-0.6643892187760683,0.0877548121743769,0,False,False,90045.06964447019,9255.08628642968,99300.15593089987
2020-03-06,50.41066241487277,50.41066241487277,48.803831067549375,49.44586691325963,,,-0.5758393310661134,-0.6466792412340773,0.0708399101679638,0,True,False,90045.06964447019,9275.56188433659,99320.63152880679
2020-03-09,49.928264664066205,49.928264664066205,46.17238533554206,47.15352506271776,,,-0.8023747914948416,-0.6778183512862301,-0.1245564402086114,0,True,False,90045.06964447019,9186.80069818818,99231.87034265837
2020-03-10,48.54089486339198,49.391604344304376,47.46549699072363,48.67948678810407,,,-0.7773919780510212,-0.6977330766391884,-0.0796589014118328,0,False,False,90045.06964447019,8931.524654864124,98976.59429933432
2020-03-11,48.61019082574803,48.61019082574803,47.1037751400756,47.70059850800757,,,-0.9127087496553729,-0.7407282112424253,-0.1719805384129474,0,True,False,90045.06964447019,8944.275111937637,98989.34475640782
2020-03-12,48.1553946668778,48.1553946668778,43.86646954162243,44.72779443502138,,,-1.2644075294257746,-0.8454640748790953,-0.4189434545466793,0,False,False,90045.06964447019,8860.592618705514,98905.6622631757
2020-03-13,46.44159455094959,47.43836428034516,44.57180822752653,46.543131238815945,51.15055812076062,,-1.270184100113369,-0.93040807992595,-0.3397760201874187,0,True,False,90045.06964447019,8545.253397374725,98590.32304184491
2020-03-16,46.49236289488277,46.49236289488277,40.60203170776367,41.70750915006708,50.90246980553975,,-1.7889920803305015,-1.1021248800068604,-0.6868672003236413,0,True,False,90045.06964447019,8554.594772658429,98599.66441712862
2020-03-17,44.09993602247492,44.09993602247492,40.71958669194456,42.47388517970116,50.69371742730902,,-1.9125029095826065,-1.2642004859220095,-0.6483024236605968,0,False,False,90045.06964447019,8114.388228135385,98159.45787260558
2020-03-18,43.28691060108804,43.28691060108804,39.11901668897712,40.13180756326227,50.45729423160994,,-2.288283168690917,-1.4690170224757912,-0.8192661462151258,0,True,False,90045.06964447019,7964.791550600199,98009.86119507039
2020-03-19,41.709359082175155,41.709359082175155,38.978960402681466,40.05384836831395,50.213433983991735,,-2.561208018536611,-1.6874552216879553,-0.8737527968486558,0,False,False,90045.06964447019,7674.522071120228,97719.59171559042
2020-03-20,40.88160372524455,44.07269324591815,40.60384061658651,42.29034219292438,50.001101170650415,,-2.6992456538854555,-1.8898133081274553,-0.8094323457580002,0,True,False,90045.06964447019,7522.215085444997,97567.28472991519
2020-03-23,41.585972959084465,41.63537012388486,39.727500605193754,40.96670204471948,49.74737508480881,,-2.7234751948758245,-2.056545685477129,-0.6669295093986953,0,True,False,90045.06964447019,7651.8190244715415,97696.88866894173
2020-03-24,41.27633750190198,44.65691300722731,41.27633750190198,44.11148256736067,49.55790104046118,,-2.44854058587552,-2.1349446655568074,-0.3135959203187126,0,False,False,90045.06964447019,7594.846100349964,97639.91574482016
2020-03-25,42.69391003463132,45.68844428580232,42.69391003463132,44.82123121849435,49.370007232778946,,-2.1957654111953886,-2.1471088146845236,-0.0486565965108649,0,True,False,90045.06964447019,7855.6794463721635,97900.74909084235
2020-03-26,43.75757062656284,46.062720861698395,43.75757062656284,45.266253481402984,49.18549802371395,,-1.9093450711118576,-2.0995560659699906,0.1902109948581327,0,False,False,90045.06964447019,8051.392995287562,98096.46263975775
2020-03-27,44.51191205398291,44.51191205398291,42.45693109663699,43.07310994231679,48.97982290970671,,-1.878731754238764,-2.055391203623745,0.1766594493849811,0,True,False,90045.06964447019,8190.191817932856,98235.26146240304
2020-03-30,43.79251099814985,43.963149840215785,42.6942804125053,43.3446900385391,48.779941209179334,,-1.7670699486920398,-1.997726952637404,0.2306570039453643,0,True,False,90045.06964447019,8057.822023659573,98102.89166812976
2020-03-31,43.568600518344475,44.75733250333331,43.50672064834241,43.88099150197923,48.59964735656731,,-1.661632694010109,-1.9305081009119451,0.2688754069018362,0,False,False,90045.06964447019,8016.622495375384,98061.69213984557
2020-04-01,43.72479601016185,43.72479601016185,42.26523313891966,42.72166202066815,48.40195439354881,,-1.6532997249871784,-1.875066425726992,0.2217667007398134,0,True,False,90045.06964447019,8045.362465869781,98090.43211033997
2020-04-02,43.223229015415,44.01792914328361,42.54823003517427,43.33328609059831,48.20831022075377,,-1.509959890626071,-1.802045118706808,0.2920852280807369,0,False,False,90045.06964447019,7953.07413883636,97998.14378330656
2020-04-03,43.278257553006654,43.954020503843424,42.70340519947581,43.31045618322862,48.03446533350866,,-1.458367631363778,-1.733309621238202,0.2749419898744238,0,True,False,90045.06964447019,7963.199389753225,98008.26903422341
2020-04-06,43.29435686811763,45.73409390780037,43.29435686811763,45.0060922773547,47.88824827000167,,-1.1894187950970618,-1.624531456009974,0.4351126609129121,0,True,False,90045.06964447019,7966.161663733645,98011.23130820383
2020-04-07,44.15022457273616,46.84777935590719,44.15022457273616,46.09695580184545,47.80675658406312,,-0.9833543912107744,-1.4962960430501342,0.5129416518393599,0,False,False,90045.06964447019,8123.641321383453,98168.71096585365
2020-04-08,45.12359018729081,46.19051528647072,45.12359018729081,45.78429548853817,47.70323194292521,,-0.7706509334678913,-1.3511670211336857,0.5805160876657944,0,True,False,90045.06964447019,8302.74059446151,98347.8102389317
2020-04-09,45.45394283791449,46.24528856532237,43.561492961624715,44.955879883255655,47.56659085315975,,-0.7364920555162726,-1.2282320280102033,0.4917399724939306,0,False,False,90045.06964447019,8363.525482176266,98408.59512664645
2020-04-13,45.20491136058507,45.20491136058507,43.78058602510748,44.396765054172974,47.45086924054404,,-0.6707511089167966,-1.116735844191522,0.4459847352747255,0,True,False,90045.06964447019,8317.703690347653,98362.77333481784
2020-04-14,44.80083820737902,46.802130456476654,44.80083820737902,46.06499929497686,47.38447270869909,,-0.4746991438851538,-0.9883285041302484,0.5136293602450946,0,False,False,90045.06964447019,8243.35423015774,98288.42387462793
2020-04-15,45.43291875117794,45.61541842538562,44.76646201113695,45.284507059006565,47.303596874813074,,-0.3863233908156189,-0.8679274814673226,0.4816040906517036,0,True,False,90045.06964447019,8359.65705021674,98404.72669468693
2020-04-16,45.35871290509225,48.50916780828141,45.35871290509225,47.70357352870418,47.22236172730583,,-0.1131527009113213,-0.7169725253561223,0.603819824444801,0,False,False,90045.06964447019,8346.003174536974,98391.07281900717
2020-04-17,46.531143216898215,49.46767380521793,46.531143216898215,49.06830010781639,47.15775056421328,,0.196098165725246,-0.5343583871398486,0.7304565528650947,0,True,False,90045.06964447019,8561.730351909271,98606.79999637946
2020-04-20,47.7997216623573,49.129919467702955,47.7997216623573,48.37453153378384,47.0769583134534,,0.3560517416774544,-0.356276361376388,0.7123281030538424,0,True,False,90045.06964447019,8795.148785873744,98840.21843034393
2020-04-21,48.08712659807057,48.08712659807057,46.11749105842295,46.85233963440312,46.98973066500755,,0.3884726037490793,-0.2073265683512945,0.5957991721003739,0,False,False,90045.06964447019,8848.031294044984,98893.10093851517
2020-04-22,47.46973311623684,48.48178069156,47.46973311623684,48.141741462717455,46.92688932513605,,0.5245023164961751,-0.0609607913818006,0.5854631078779757,0,True,False,90045.06964447019,8734.430893387578,98779.50053785776
2020-04-23,47.80573728947715,48.500046852133295,47.70585951687205,48.11664633976949,46.83429286225072,,0.6025273196852083,0.0717368308316011,0.5307904888536071,0,False,False,90045.06964447019,8796.255661263796,98841.32530573399
2020-04-24,47.96119181462332,48.280959794509535,47.46851840209832,47.97515295844255,46.71983154749691,,0.6633454575157387,0.1900585561684286,0.47328690134731,0,True,False,90045.06964447019,8824.859293890691,98869.92893836088
2020-04-27,47.968172386532935,49.06601463571992,47.968172386532935,48.69630816454919,46.622641564765225,,0.7602351935770315,0.3040938836501493,0.4561413099268822,0,True,False,90045.06964447019,8826.14371912206,98871.21336359225
2020-04-28,48.33224027554106,49.047752470860786,48.08925436714398,48.53655272772014,46.5342382109166,,0.7728666228137229,0.397848431482864,0.3750181913308588,0,False,False,90045.06964447019,8893.132210699556,98938.20185516974
2020-04-29,48.4343965016306,49.92410175791411,48.4343965016306,49.37410683107814,46.506805161438685,,0.899207323590538,0.4981202099043988,0.4010871136861391,0,True,False,90045.06964447019,8911.928956300031,98956.99860077022
2020-04-30,48.90425166635437,49.66850047505998,48.34485842792035,48.99755155208219,46.44760646824301,,0.8896371432918571,0.5764235965818906,0.3132135467099665,0,False,False,90045.06964447019,8998.382306609205,99043.45195107939
2020-05-01,48.95090160921828,48.95090160921828,46.637815110492426,47.29278907385506,46.37040857865182,,0.7241748925489091,0.6059738557752943,0.1182010367736148,0,True,False,90045.06964447019,9006.965896096162,99052.03554056636
2020-05-04,48.12184534153667,48.12184534153667,46.81126606881779,47.331595579233806,46.302396500172975,,0.6627489647614127,0.617328877572518,0.0454200871888946,0,True,False,90045.06964447019,8854.419542842747,98899.48918731294
2020-05-05,47.72672046038524,47.997976082697456,47.08511996989396,47.4867754059104,46.277592888067375,,0.5750289119140106,0.6088688844408165,-0.0338399725268059,0,False,False,90045.06964447019,8781.716564710883,98826.78620918107
2020-05-06,47.606747933147815,48.03448240205388,47.46851264934708,47.664776831322655,46.243011121818526,,0.5303336469065911,0.5931618369339715,-0.0628281900273803,0,True,False,90045.06964447019,8759.641619699198,98804.71126416938
2020-05-07,47.635762382235235,48.363102905674424,47.55978877615218,48.007089678462506,46.21156816840473,,0.5038357934137281,0.5752966282299229,-0.0714608348161948,0,False,False,90045.06964447019,8764.980278331283,98810.04992280147
2020-05-08,47.821426030348874,48.69174178904389,47.821426030348874,48.230749379867795,46.20245774209053,,0.5195701504588541,0.5641513326757092,-0.044581182216855,0,True,False,90045.06964447019,8799.142389584193,98844.21203405438
2020-05-11,48.02608770510834,48.22618467386852,47.81539877296508,47.975148748808934,46.21138486079305,,0.4888381528254939,0.5490886967056662,-0.0602505438801722,0,True,False,90045.06964447019,8836.800137739934,98881.86978221012
2020-05-12,48.00061822695864,48.05274127262853,46.628688082312976,47.34527819156048,46.16272690096142,,0.3645229141170958,0.5121755401879521,-0.1476526260708562,0,False,False,90045.06964447019,8832.11375376039,98877.18339823058
2020-05-13,47.67294820925956,47.67294820925956,46.08098381001693,46.85919374061173,46.09801711931513,,0.2498640496519826,0.4597132420807582,-0.2098491924287756,0,True,False,90045.06964447019,8771.82247050376,98816.89211497395
2020-05-14,47.26607097493565,47.6054486013768,45.45110757610268,46.66292353225193,46.0108444637977,,0.2431117407334113,0.4163929418112888,-0.1732812010778774,0,False,False,90045.06964447019,8696.95705938816,98742.02670385836
2020-05-15,46.96449725359379,46.96449725359379,45.07683390148053,45.82309297574917,45.91686746654708,,0.0675638025559024,0.3466271139602115,-0.2790633114043091,0,True,False,90045.06964447019,8641.467494661258,98686.53713913145
2020-05-18,46.39379511467148,47.64195956553601,46.34570554890138,46.959600104551825,45.86714213037293,,0.0799947334312562,0.2933006378544205,-0.2133059044231642,0,True,False,90045.06964447019,8536.458301099552,98581.52794556975
2020-05-19,46.67669760961165,46.97557175360283,46.37308689660583,46.65150827195674,45.857101794557714,,0.0116327096275199,0.2369670522090404,-0.2253343425815204,0,False,False,90045.06964447019,8588.512360168545,98633.58200463874
2020-05-20,46.6641029407842,47.55067803174415,46.099236582240245,47.01437538012825,45.8237995663982,,0.0329455783236412,0.1961627574319605,-0.1632171791083193,0,True,False,90045.06964447019,8586.194941104292,98631.26458557448
2020-05-21,46.83923916045622,47.66021894719257,46.27267717574683,46.95503753366235,45.80888834691129,,-0.0301061047553616,0.1509089849944961,-0.1810150897498578,0,False,False,90045.06964447019,8618.420005523945,98663.48964999414
2020-05-22,46.89713834705929,46.89713834705929,45.28679038059243,45.89612139201134,45.832254886051096,,-0.1483422669202951,0.0910587346115378,-0.239401001531833,0,True,False,90045.06964447019,8629.07345585891,98674.14310032909
2020-05-26,46.39662986953532,46.92081189523059,46.36396903444058,46.626414679793,45.83392055487064,48.492239337815626,-0.1650094019483958,0.0398451072995511,-0.204854509247947,0,False,False,90045.06964447019,8536.979895994498,98582.0495404647
2020-05-27,46.51152227466416,47.23116683959961,46.32743794647495,46.843202028864695,45.93663441244658,48.419552108993166,-0.1091936014273784,0.0100373655541652,-0.1192309669815436,0,True,False,90045.06964447019,8558.120098538206,98603.18974300839
2020-05-28,46.67736215176443,47.12163046966353,45.73408879266792,46.43242401609146,46.01580518917439,48.35476130824171,-0.1705362318077448,-0.0260773539182167,-0.144458877889528,0,False,False,90045.06964447019,8588.634635924655,98633.70428039484
2020-05-29,46.554893083927944,46.554893083927944,45.51500634780214,45.930355809539435,46.13177615409993,48.29453519285494,-0.2130119347647721,-0.0634642700875278,-0.1495476646772442,0,True,False,90045.06964447019,8566.100327442742,98611.16997191292
2020-06-01,46.242624446733686,46.81125615251153,46.135744639683416,46.50088583326696,46.260716903399,48.23707544369537,-0.1928893874888615,-0.0893492935677946,-0.1035400939210669,0,True,False,90045.06964447019,8508.642898198998,98553.7125426692
2020-06-02,46.37175514000032,47.505026292120235,46.37175514000032,47.19237249046918,46.358757509349886,48.17992934000016,-0.1035618978970376,-0.0921918144336432,-0.0113700834633944,0,False,False,90045.06964447019,8532.402945760059,98577.47259023025
2020-06-03,46.78206381523475,48.60958335900549,46.78206381523475,48.237594284846736,46.50417535415243,48.12577521948062,0.0440660550299867,-0.0649402405409172,0.1090062955709039,0,True,False,90045.06964447019,8607.899742003194,98652.96938647339
2020-06-04,47.50982905004074,49.63198476328133,47.50982905004074,49.006678827574,46.602079279356694,48.07999015990894,0.2480678210023441,-0.0023386282322649,0.2504064492346091,0,False,False,90045.06964447019,8741.808545207497,98786.87818967769
2020-06-05,48.25825393880737,51.43030754238105,48.25825393880737,50.686330280178304,46.71938126059038,48.044694246684664,0.4720658418022552,0.092542265774639,0.3795235760276161,0,True,False,90045.06964447019,8879.518724740556,98924.58836921075
2020-06-08,49.47229210949284,50.919108293553414,49.47229210949284,50.61786674354384,46.8264135258332,48.00595577477357,0.6691267861026731,0.2078591698402459,0.4612676162624272,0,True,False,90045.06964447019,9102.901748146684,99147.97139261688
2020-06-09,50.04507942651834,51.6950420553017,50.04507942651834,51.00127120852334,46.984976751157326,47.982399830432016,0.8916275177569872,0.3446128394235941,0.5470146783333931,0,False,False,90045.06964447019,9208.294614479375,99253.36425894956
2020-06-10,50.52317531752084,52.982163494040485,50.52317531752084,52.31349552854862,47.164352860957514,47.97214703506843,1.1242411223608073,0.5005384960110368,0.6237026263497705,0,True,False,90045.06964447019,9296.264258423835,99341.33390289402
2020-06-11,51.41833542303473,51.494210779087865,50.21621088793984,50.73425768279768,47.30141818457388,47.9505327705706,1.1108975227242937,0.6226103013536882,0.4882872213706054,0,False,False,90045.06964447019,9460.973717838391,99506.04336230858
2020-06-12,51.076296552916205,51.91411779719887,50.526576311385725,51.2842475638806,47.47266989543814,47.93731214449348,1.157690411733597,0.72962632342967,0.428064088303927,0,True,False,90045.06964447019,9398.038565736582,99443.10821020677
2020-06-15,51.1802720583984,51.2294792476116,49.76891099767839,50.51973441807014,47.61639886198757,47.91235454137067,1.1826151684097257,0.8202240924256812,0.3623910759840443,0,True,False,90045.06964447019,9417.170058745305,99462.2397032155
2020-06-16,50.85000323823427,52.032794433276464,50.70002544669511,51.332177490158,47.77683328812616,47.90564931081742,1.1726455044479138,0.8907083748301278,0.281937129617786,0,False,False,90045.06964447019,9356.400595835106,99401.4702403053
2020-06-17,51.091090364196134,51.868485409226544,51.01952892350555,51.45313593666933,47.90577416131245,47.89701121565706,1.2097277416305587,0.954512248190214,0.2552154934403448,0,True,False,90045.06964447019,9400.760627012089,99445.83027148228
2020-06-18,51.27211315043273,51.99874293354467,51.27211315043273,51.621674020860596,48.01626852569276,47.91151255487794,1.222793961918896,1.0081685909359503,0.2146253709829455,0,False,False,90045.06964447019,9434.068819679622,99479.13846414982
2020-06-19,51.44689358564666,51.96194937853404,50.83074275996229,51.400944577097114,48.128601507463934,47.91591672519456,1.15746915351761,1.0380287034522824,0.1194404500653276,0,True,False,90045.06964447019,9466.228419758985,99511.29806422918
2020-06-22,51.42391908137189,51.50211334228515,50.87673025675031,51.2308074964767,48.25410005972835,47.91034545644405,1.1437201837809994,1.0591669995180255,0.0845531842629736,0,True,False,90045.06964447019,9462.001110972427,99507.07075544262
2020-06-23,51.327363288924296,52.56893867685497,51.327363288924296,52.21256177170141,48.410415994078924,47.93064261731148,1.1756711831561262,1.082467836245646,0.0932033469104802,0,False,False,90045.06964447019,9444.234845162071,99489.30448963225
2020-06-24,51.76996253031285,52.47697251077119,51.649258627201135,52.07920990815827,48.53070020634255,47.957586457520826,1.1741006818340836,1.1007944053633334,0.0733062764707501,0,True,False,90045.06964447019,9525.673105577565,99570.74275004775
2020-06-25,51.924586219235564,52.50456334345792,51.456128065732905,52.10910129882293,48.66719209113889,47.98539448297598,1.1932380441413315,1.119283133118933,0.0739549110223984,0,False,False,90045.06964447019,9554.123864339344,99599.19350880953
2020-06-26,52.01684375902924,52.66090652221335,51.69524265053896,52.145886784672825,48.75603835625825,47.989200041782034,1.1425445215104515,1.1239354107972368,0.0186091107132149,0,True,False,90045.06964447019,9571.09925166138,99616.16889613157
2020-06-29,52.081365271851034,52.081365271851034,51.189420047324745,51.68604751675725,48.80839330443707,47.983071934325174,1.0942087148921829,1.117990071616226,-0.0237813567240432,0,True,False,90045.06964447019,9582.97121002059,99628.04085449078
2020-06-30,51.88370639430414,52.41261227822655,51.67686480431441,52.00795134299007,48.8810617006212,47.979010007037296,1.07174910370901,1.1087418780347829,-0.0369927743257729,0,False,False,90045.06964447019,9546.601976551961,99591.67162102215
2020-07-01,51.945828868647105,52.854038375505475,51.945828868647105,52.42638593435359,48.99254262662021,47.991136645813874,1.0456054642665291,1.0961145952811322,-0.0505091310146028,0,True,False,90045.06964447019,9558.032511831067,99603.10215630126
2020-07-02,52.18610740150035,54.3255314612683,52.18610740150035,53.707046588316565,49.10384872913219,48.01536902713411,1.1452639053454874,1.1059444572940034,0.039319448051484,0,False,False,90045.06964447019,9602.243761876065,99647.31340634625
2020-07-06,52.946576994908455,57.1397597927312,52.946576994908455,56.38562106297773,49.26922822359634,48.05176054292354,1.449462308002346,1.174648027435672,0.274814280566674,0,True,False,90045.06964447019,9742.170167063156,99787.23981153335
2020-07-07,54.666099028943094,56.56035355728223,54.666099028943094,56.13500077867512,49.432425180001,48.07612836374896,1.5854387872429996,1.2568061793971377,0.3286326078458621,0,False,False,90045.06964447019,10058.56222132553,100103.63186579572
2020-07-08,55.40054990380911,57.700762484030165,55.40054990380911,57.12826004658482,49.601064217641714,48.11185289120347,1.8118316248988648,1.367811268497483,0.4440203564013818,0,True,False,90045.06964447019,10193.701182300876,100238.77082677107
2020-07-09,56.26440497519697,59.751634367243454,56.26440497519697,58.765276089353954,49.805638684874395,48.16993844789549,2.129224935441023,1.520094001886191,0.609130933554832,0,False,False,90045.06964447019,10352.650515436242,100397.72015990643
