Date,Open,High,Low,Close,Volume,Ticker,HA_Close,HA_Open,HA_High,HA_Low,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist
2023-12-04,21.02282121901028,23.541683024052134,20.344664980528492,23.444805145263672,1188800,WS,22.088493592213645,22.233813182136977,23.541683024052134,20.344664980528492,,,0.0,0.0,0.0
2023-12-05,23.929203520144142,25.12081924754198,20.785467361983244,22.776338577270508,718700,WS,23.15295717673497,22.16115338717531,25.12081924754198,20.785467361983244,,,-0.0533249683869208,-0.01066499367738416,-0.04265997470953664
2023-12-06,22.999156684919082,24.733297877811896,22.999156684919082,23.67731285095215,579900,WS,23.602231024650553,22.657055281955138,24.733297877811896,22.657055281955138,,,-0.02262350619253084,-0.013056696180413496,-0.009566810012117344
2023-12-07,23.75481630420231,25.309729378524093,23.624028964143438,24.675168991088867,496900,WS,24.340935909489676,23.129643153302844,25.309729378524093,23.129643153302844,,,0.08128922330050514,0.005812487715770232,0.07547673558473492
2023-12-08,24.103583149167175,25.779597425486227,24.02607973767122,25.266136169433594,465800,WS,24.793849120439553,23.735289531396262,25.779597425486227,23.735289531396262,,,0.20891863843165837,0.046433717858947864,0.1624849205727105
2023-12-11,25.52770909513945,25.52770909513945,23.14447612421584,23.367300033569336,476000,WS,24.39179858701602,24.264569325917908,25.52770909513945,23.14447612421584,,,0.15505824755742026,0.06815862379864235,0.08689962375877791
2023-12-12,24.11327040591976,24.26827722312196,22.741460258462997,23.05728530883789,283700,WS,23.54507329908565,24.328183956466965,24.328183956466965,22.741460258462997,,,0.08636237071090491,0.07179937318109486,0.014562997529810051
2023-12-13,22.524450620360646,23.91951388585199,22.030365675336064,23.667627334594727,349200,WS,23.03548937903586,23.936628627776308,23.936628627776308,22.030365675336064,,,0.08024488098314819,0.07348847474150554,0.006756406241642657
2023-12-14,23.83232324919096,26.24461912380404,23.599813003811924,25.973356246948242,323300,WS,24.91252790593879,23.486059003406083,26.24461912380404,23.486059003406083,,,0.2584702950766875,0.11048483880854193,0.14798545626814558
2023-12-15,26.73870259098167,29.548203541782456,25.721468245601116,29.509450912475586,1251300,WS,27.879456322710208,24.199293454672436,29.548203541782456,24.199293454672436,,,0.6772416863307669,0.22383620831298692,0.45340547801778
