Date,HA_Open,HA_High,HA_Low,HA_Close,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist,Buy_Signal,Sell_Signal
2020-01-02,54.09384742434725,54.36512982220353,53.89490538946599,54.111932515091006,,,0.0,0.0,0.0,False,False
2020-01-03,54.10288996971913,54.10288996971913,52.48424101031778,52.91151178009272,,,-0.1428289168920216,-0.0285657833784043,-0.1142631335136172,True,False
2020-01-06,53.50720087490593,53.50720087490593,51.661331974847585,51.952959710513014,,,-0.3014369053073906,-0.0831400077642015,-0.218296897543189,True,False
2020-01-07,52.730080292709474,52.9906270104526,51.30867480899169,52.24686074922416,,,-0.3551798703671238,-0.137547980284786,-0.2176318900823378,False,False
2020-01-08,52.488470520966814,53.33424974708382,52.488470520966814,52.90697906103897,,,-0.3622202991832139,-0.1824824440644716,-0.1797378551187423,True,False
2020-01-09,52.69772479100289,53.99437047193233,52.69772479100289,53.65300633680013,,,-0.3289832460347313,-0.2117826044585236,-0.1172006415762076,False,False
2020-01-10,53.17536556390151,53.985335123364464,53.14435727582458,53.58519246566035,,,-0.3258835186448721,-0.2346027872957933,-0.0912807313490787,True,False
2020-01-13,53.380279014780925,54.40130507532978,53.380279014780925,54.215929218662374,,,-0.2331775964600595,-0.2343177491286465,0.001140152668587,True,False
2020-01-14,53.798104116721646,54.835346858094866,53.798104116721646,54.49172155645873,,,-0.1391330574967639,-0.21528081080227,0.076147753305506,False,False
2020-01-15,54.14491283659019,54.14491283659019,52.683167074705445,53.356854078050624,,,-0.2030884592630002,-0.212842340494416,0.0097538812314158,True,False
2020-01-16,53.750883457320406,53.97628550132875,52.71934119527267,53.33877123495133,,,-0.2249123710864538,-0.2152563466128236,-0.0096560244736301,False,False
2020-01-17,53.54482734613587,53.54482734613587,52.45710458639383,52.89568032341857,,,-0.2517104059213935,-0.2225471584745376,-0.0291632474468558,True,False
2020-01-21,53.22025383477722,53.352333721549506,51.96879125601374,52.60630636115327,,,-0.294364308865731,-0.2369105885527763,-0.0574537203129547,False,False
2020-01-22,52.91328009796524,53.29807269883283,52.73742205555613,53.015487064671746,,,-0.3164935465070968,-0.2528271801436404,-0.0636663663634564,True,False
2020-01-23,52.964383581318494,52.964383581318494,51.20015039558291,52.00269672896169,,,-0.3929828168488569,-0.2808583074846837,-0.1121245093641732,False,False
2020-01-24,52.48354015514009,52.57465273451128,51.95974423297552,52.31693398383396,,,-0.4303977648919073,-0.3107661989661284,-0.1196315659257788,True,False
2020-01-27,52.40023706948703,52.40023706948703,49.7894881056702,50.17154392882951,,,-0.6329822719752585,-0.3752094135679545,-0.2577728584073039,True,False
2020-01-28,51.28589049915827,51.6522912328551,50.16927779308173,50.96052001426321,,,-0.6524801576441703,-0.4306635623831977,-0.2218165952609726,False,False
2020-01-29,51.12320525671074,52.01400444475749,51.12320525671074,51.78793437152865,,,-0.6531070259213436,-0.4751522550908269,-0.1779547708305167,True,False
2020-01-30,51.4555698141197,51.4555698141197,49.78948196513737,50.1828418911124,,,-0.7464245884760885,-0.5294067217678793,-0.2170178667082092,False,False
2020-01-31,50.81920585261605,50.81920585261605,48.4692371736334,49.384818162709195,,,-0.9452032989990896,-0.6125660372141214,-0.3326372617849683,True,False
2020-02-03,50.10201200766262,50.10201200766262,48.957549174082935,49.328302552681656,,,-1.0302968731498865,-0.6961122044012744,-0.3341846687486121,True,False
2020-02-04,49.715157280172136,52.12251983020875,49.715157280172136,51.76533090406664,,,-0.8868500964695372,-0.734259782814927,-0.1525903136546101,False,False
2020-02-05,50.74024409211939,52.58369622905334,50.74024409211939,52.2988468351467,,,-0.7355027488847199,-0.7345083760288856,-0.0009943728558342,True,False
2020-02-06,51.51954546363304,52.701258862634575,51.51954546363304,52.414151693610854,,,-0.6013294748704254,-0.7078725957971936,0.1065431209267682,False,False
2020-02-07,51.96684857862195,51.96684857862195,50.6937524623515,51.213710524024755,,,-0.6206439141079372,-0.6904268594593423,0.0697829453514051,True,False
2020-02-10,51.59027955132335,51.59027955132335,50.94696199121006,51.283804662167014,,,-0.5695508575566208,-0.6662516590787981,0.0967008015221773,True,False
2020-02-11,51.43704210674518,53.26191553586222,51.43704210674518,52.74647707051046,,,-0.4047267291250094,-0.6139466730880404,0.209219943963031,False,False
2020-02-12,52.09175958862782,54.0305398401077,52.09175958862782,53.69821869613257,,,-0.20100745989469,-0.5313588304493704,0.3303513705546803,True,False
2020-02-13,52.8949891423802,53.98532684940794,52.8949891423802,53.55579587729553,,,-0.0607484075053506,-0.4372367458605664,0.3764883383552158,False,False
2020-02-14,53.22539250983786,53.50606014087455,52.330500912992754,52.956712741917315,,,-0.0324016822449806,-0.3562697331374493,0.3238680508924687,True,False
2020-02-18,53.09105262587759,53.09105262587759,50.30491745061945,50.74575168406739,,,-0.1548172116787611,-0.3159792288457117,0.1611620171669505,False,False
2020-02-19,51.91840215497249,52.39379899482951,51.54378000500331,51.95748621186612,,,-0.143643614936515,-0.2815121060638724,0.1378684911273573,True,False
2020-02-20,51.937944183419305,51.937944183419305,50.467694941229226,51.15268355341395,,,-0.2169299554719401,-0.2685956759454859,0.0516657204735457,False,False
2020-02-21,51.54531386841663,51.54531386841663,50.205446324879865,50.73218795357851,,,-0.3360775298469463,-0.282092046725778,-0.0539854831211682,True,False
2020-02-24,51.13875091099757,51.13875091099757,48.08943803313561,48.72695221305685,,,-0.5316369325489063,-0.3320010238904037,-0.1996359086585026,True,False
2020-02-25,49.93285156202721,50.16023573323013,48.677222317387326,49.393861275062605,,,-0.6975494562678293,-0.4051107103658888,-0.2924387459019404,False,False
2020-02-26,49.66335641854491,50.1059858271485,49.174581669423354,49.57924495047288,,,-0.7351889530220177,-0.4711263588971147,-0.264062594124903,True,False
2020-02-27,49.621300684508896,49.621300684508896,48.17084074112868,48.68627840371401,,,-0.8818163821430645,-0.5532643635463047,-0.3285520185967597,False,False
2020-02-28,49.153789544111454,49.153789544111454,46.118121349459074,47.52879281368304,,,-0.94697229414178,-0.6320059496653998,-0.3149663444763801,True,False
2020-03-02,48.34129117889725,50.64854520110168,48.34129117889725,49.7781799342951,,,-0.8328577144310003,-0.6721763026185199,-0.1606814118124804,True,False
2020-03-03,49.05973555659618,50.974095082614625,48.86713140195848,50.09468667359498,,,-0.8133092383418585,-0.7004028897631877,-0.1129063485786708,False,False
2020-03-04,49.57721111509558,51.625168265345,49.57721111509558,51.02156384963492,,,-0.6300262028268406,-0.6863275523759182,0.0563013495490776,True,False
2020-03-05,50.29938748236525,50.99217402814332,49.96129891024783,50.521950486840346,,,-0.5766324060775716,-0.664388523116249,0.0877561170386773,False,False
2020-03-06,50.41066898460279,50.41066898460279,48.803831067549375,49.44586691325963,,,-0.5758376845233997,-0.6466783553976791,0.0708406708742794,True,False
2020-03-09,49.928267948931214,49.928267948931214,46.17238533554206,47.15352506271776,,,-0.8023734410520049,-0.6778173725285443,-0.1245560685234605,True,False
2020-03-10,48.54089650582449,49.391604344304376,47.46549699072363,48.67948678810407,,,-0.7773908749849241,-0.6977320730198203,-0.0796588019651037,False,False
2020-03-11,48.61019164696428,48.61019164696428,47.10377894381937,47.70060235994628,,,-0.9127075486671856,-0.7407271681492934,-0.1719803805178922,True,False
2020-03-12,48.15539700345528,48.15539700345528,43.86646954162243,44.72779443502138,,,-1.2644065697108076,-0.8454630484615963,-0.4189435212492113,False,False
2020-03-13,46.44159571923833,47.43836428034516,44.57180822752653,46.543131238815945,51.150557197914495,,-1.2701833403670475,-0.9304071068426866,-0.3397762335243611,True,False
2020-03-16,46.492363479027134,46.492363479027134,40.602027893066406,41.707505231506495,50.9024686522428,,-1.7889917902191854,-1.1021240435179864,-0.686867746701199,True,False
2020-03-17,44.09993435526681,44.09993435526681,40.71958315309393,42.473881488388265,50.69371604640872,,-1.9125029907250592,-1.264199832959401,-0.6483031577656582,False,False
2020-03-18,43.286907921827535,43.286907921827535,39.119024127507714,40.13181519437633,50.45729315608599,,-2.288282626857999,-1.4690163917391208,-0.8192662351188782,True,False
2020-03-19,41.70936155810193,41.70936155810193,38.97895669141288,40.05384455470302,50.213432832195565,,-2.561207907711321,-1.687454694933561,-0.8737532127777599,False,False
2020-03-20,40.88160305640248,44.07269738186211,40.60384442700055,42.290346161605946,50.0011001742069,,-2.699245273394496,-1.889812810625748,-0.8094324627687477,True,False
2020-03-23,41.58597460900421,41.63536627968798,39.727496937150605,40.96669826226078,49.74737401271611,,-2.723475216057089,-2.0565452917120166,-0.6669299243450726,True,False
2020-03-24,41.276336435632494,44.65691682582742,41.276336435632494,44.111486339321175,49.557899890189326,,-2.448540312903198,-2.134944295950253,-0.3135960169529448,False,False
2020-03-25,42.69391138747683,45.68844428580232,42.69391138747683,44.82123121849435,49.37000593018596,,-2.1957652151779783,-2.1471084797957984,-0.0486567353821798,True,False
2020-03-26,43.75757130298559,46.06272472152644,43.75757130298559,45.26625727449101,49.18549664454661,,-1.909344633314248,-2.0995557104994886,0.1902110771852405,False,False
2020-03-27,44.511914288738296,44.511914288738296,42.45694244314503,43.07312145349708,48.97982199205555,,-1.8787305233886968,-2.0553906730773304,0.1766601496886335,True,False
2020-03-30,43.79251787111769,43.96314215657627,42.69427295063186,43.34468246299061,48.77994021661633,,-1.767069632063034,-1.9977264648744713,0.2306568328114371,True,False
2020-03-31,43.56860016705415,44.75733641700979,43.50672445266272,43.88099533902658,48.599646516928495,,-1.661632184340462,-1.9305076087676696,0.2688754244272076,False,False
2020-04-01,43.72479775304036,43.72479775304036,42.26524453133979,42.72167353611681,48.40195386042777,,-1.6532984612704027,-1.8750657792682164,0.2217673179978136,True,False
2020-04-02,43.22323564457859,44.01793296511413,42.54823372939904,43.3332898529851,48.20830991619403,,-1.5099586591456315,-1.8020443552436995,0.292085696098068,False,False
2020-04-03,43.27826274878184,43.954020503843424,42.70340519947581,43.31045618322862,48.03446510527937,,-1.4583667434800205,-1.7333088328909638,0.2749420894109433,True,False
2020-04-06,43.29435946600523,45.73408625855792,43.29435946600523,45.00608474987396,47.88824812060017,,-1.1894187951439932,-1.6245308253415698,0.4351120301975766,True,False
2020-04-07,44.1502221079396,46.84777541845229,44.1502221079396,46.096951927495645,47.80675628057349,,-0.9833547826230316,-1.4962956167978625,0.5129408341748307,False,False
2020-04-08,45.123587017717625,46.19051528647072,45.123587017717625,45.78429548853817,47.70323179005899,,-0.7706513227385301,-1.3511667579859958,0.5805154352474657,True,False
2020-04-09,45.453941253127894,46.245292563926874,43.561496728174504,44.95588377037129,47.566590778035845,,-0.7364921343665358,-1.2282318332621038,0.491739698895568,False,False
2020-04-13,45.20491251174959,45.20491251174959,43.78057851934842,44.39675744277595,47.45086908906912,,-0.6707518565806367,-1.1167358379258103,0.4459839813451738,True,False
2020-04-14,44.80083497726277,46.802138182312184,44.80083497726277,46.06500689913088,47.38447286379755,,-0.4746991898025072,-0.98832850830115,0.5136293184986427,False,False
2020-04-15,45.43292093819682,45.61541842538562,44.76646201113695,45.284507059006565,47.30359695392404,,-0.3863234950209957,-0.8679275056451191,0.4816040106241234,True,False
2020-04-16,45.358713998601694,48.50917554541898,45.358713998601694,47.70358113735071,47.22236195858973,,-0.1131522409837515,-0.7169724527128456,0.6038202117290941,False,False
