Date,Open,High,Low,Close,Volume,Ticker,HA_Close,HA_Open,HA_High,HA_Low,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist,Current_Holding,Buy_Signal,Sell_Signal,Cash,Holdings,Total_Value,Peak,Drawdown
2022-01-03,479.7150554213629,484.79712560618105,474.0672093452797,482.6999206542969,300800,MPWR,480.3198277567801,481.2074880378299,484.79712560618105,474.0672093452797,,,0.0,0.0,0.0,0,False,False,100000.0,0.0,100000.0,100000.0,0.0
2022-01-04,486.9919617631053,491.7911745644537,463.5227070588988,479.1883850097656,328400,MPWR,480.37355709905586,480.763657897305,491.7911745644537,463.5227070588988,,,-0.2801225015580826,-0.0560245003116165,-0.2240980012464661,0,False,False,100000.0,0.0,100000.0,100000.0,0.0
2022-01-05,475.47190924403776,476.83752915122096,449.1055768501321,449.2226257324219,473700,MPWR,462.6594102444532,480.5686074981804,480.5686074981804,449.1055768501321,,,-2.886830358218674,-0.6221856718930281,-2.2646446863256458,0,True,False,90117.10223388672,9882.897766113281,100000.0,100000.0,0.0
2022-01-06,449.1249576726688,457.16265945212007,438.3755447802645,454.1777648925781,387700,MPWR,449.7102316994078,471.6140088713168,471.6140088713168,438.3755447802645,,,-4.500942730481938,-1.3979370836108105,-3.103005646871128,0,False,False,90117.10223388672,9991.910827636719,100109.01306152344,100109.01306152344,0.0
2022-01-07,453.04638839357665,458.2747702248714,433.28382189149306,433.77154541015625,411200,MPWR,444.5941314800243,460.66212028536233,460.66212028536233,433.28382189149306,,,-7.34211445970783,-2.5867725588302144,-4.755341900877616,0,True,False,90117.10223388672,9542.973999023438,99660.07623291016,100109.01306152344,-0.44844796176082635
2022-01-10,427.2458055053623,439.2340580177891,415.7160142945972,438.297607421875,441300,MPWR,430.1233713099059,452.6281258826933,452.6281258826933,415.7160142945972,,,-9.123379506346453,-3.8940939483334622,-5.22928555801299,0,True,False,90117.10223388672,9642.54736328125,99759.64959716797,100109.01306152344,-0.34898302727324104
2022-01-11,441.3312782105647,443.5455323603345,427.2263218023171,441.3995666503906,448100,MPWR,438.37567475590174,441.3757485962996,443.5455323603345,427.2263218023171,,,-10.1675376584883,-5.148782690364429,-5.01875496812387,0,False,False,90117.10223388672,9710.790466308594,99827.89270019531,100109.01306152344,-0.2808142371310348
2022-01-12,446.71575449453735,452.3441034255452,434.0447059385529,437.8879699707031,359600,MPWR,442.74813345733463,439.87571167610065,452.3441034255452,434.0447059385529,,,-11.14986828024422,-6.3489998083403885,-4.800868471903832,0,True,False,90117.10223388672,9633.535339355469,99750.63757324219,100109.01306152344,-0.3579852376139251
2022-01-13,442.1018891745392,444.5502410939885,422.3880823263872,422.9635925292969,309600,MPWR,433.00095128105295,441.3119225667176,444.5502410939885,422.3880823263872,,,-12.98298513557546,-7.675796873787403,-5.307188261788058,0,False,False,90117.10223388672,9305.199035644531,99422.30126953125,100109.01306152344,-0.6859640016330586
2022-01-14,417.5401032123095,429.1967075169578,416.7304952484466,427.42138671875,462500,MPWR,422.72217317411594,437.1564369238853,437.1564369238853,416.7304952484466,,,-13.915626039760925,-8.923762706982108,-4.991863332778815,0,True,False,90117.10223388672,9403.2705078125,99520.37274169922,100109.01306152344,-0.5879993237596512
