Date,Open,High,Low,Close,Volume,Ticker,HA_Close,HA_Open,HA_High,HA_Low,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist,Current_Holding,Buy_Signal,Sell_Signal,Cash,Holdings,Total_Value,Peak,Drawdown
2022-01-03,46.03793412151524,46.32959652043674,45.22476234754159,45.52994537353515,2607000,TSCO,45.780559590757186,45.7839397475252,46.32959652043674,45.22476234754159,,,0.0,0.0,0.0,0,False,False,100000.0,0.0,100000.0,100000.0,0.0
2022-01-04,45.551191813303355,46.27744474833301,45.33872271001708,45.641971588134766,3091500,TSCO,45.70233271494705,45.782249669141194,46.27744474833301,45.33872271001708,,,0.0089365641276017,0.0017873128255203,0.0071492513020814,0,False,False,100000.0,0.0,100000.0,100000.0,0.0
2022-01-05,45.69991808652581,45.951018602263005,44.32080676779445,44.37682342529297,3901000,TSCO,45.08714172046906,45.74229119204412,45.951018602263005,44.32080676779445,,,-0.0850871956472971,-0.0155875888690431,-0.069499606778254,0,True,False,90015.21472930908,9984.785270690918,100000.0,100000.0,0.0
2022-01-06,44.26672118767307,44.973662040114505,44.038801010607344,44.67813873291016,3865500,TSCO,44.48933074282627,45.41471645625659,45.41471645625659,44.038801010607344,,,-0.1337463310952387,-0.0392193373142822,-0.0945269937809564,0,False,False,90015.21472930908,10052.581214904787,100067.79594421387,100067.79594421387,0.0
2022-01-07,44.58735777774563,44.73029327583605,43.505703950877106,44.11220169067383,4260000,TSCO,44.233889173783155,44.952023599541434,44.952023599541434,43.505703950877106,,,-0.2154913855294822,-0.0744737469573222,-0.1410176385721599,0,True,False,90015.21472930908,9925.245380401611,99940.4601097107,100067.79594421387,-0.12724956445944052
2022-01-10,43.532748896878715,43.92678125666415,42.615272979119986,43.92098617553711,4900000,TSCO,43.49894732704999,44.592956386662294,44.592956386662294,42.615272979119986,,,-0.2923345731395343,-0.1180459121937646,-0.1742886609457696,0,True,False,90015.21472930908,9882.22188949585,99897.43661880493,100067.79594421387,-0.17024390694475577
2022-01-11,43.95574899614401,44.02914721027917,42.80069696138453,43.613868713378906,5050000,TSCO,43.59986547029665,44.04595185685614,44.04595185685614,42.80069696138453,,,-0.3737073003208309,-0.1691781898191779,-0.2045291105016529,0,False,False,90015.21472930908,9813.120460510254,99828.33518981934,100067.79594421387,-0.23929851970360838
2022-01-12,43.73169884557672,44.58350211781424,43.65636647250315,44.21458053588867,2852500,TSCO,44.0465369929457,43.8229086635764,44.58350211781424,43.65636647250315,,,-0.3852820574242486,-0.212398963340192,-0.1728830940840565,0,True,False,90015.21472930908,9948.280620574951,99963.49534988403,100067.79594421387,-0.10422993066418675
2022-01-13,44.73415783677658,45.25567092715562,44.41738831438956,44.57770538330078,2729500,TSCO,44.74623061540563,43.93472282826104,45.25567092715562,43.93472282826104,,,-0.3609926963023184,-0.2421177099326173,-0.118874986369701,0,False,False,90015.21472930908,10029.983711242676,100045.19844055176,100067.79594421387,-0.02258219385056418
2022-01-14,44.40966362676069,44.58543179262442,42.80649659072849,42.87409973144531,4339000,TSCO,43.66892293538973,44.34047672183334,44.58543179262442,42.80649659072849,,,-0.4737488591462337,-0.2884439397753406,-0.1853049193708931,0,True,False,90015.21472930908,9646.672439575195,99661.88716888428,100067.79594421387,-0.4056337720837553
2022-01-18,42.34485992210939,42.893414263812005,41.62053741936611,42.76979446411133,4760500,TSCO,42.40715151734971,44.004699828611535,44.004699828611535,41.62053741936611,,,-0.5650123828808304,-0.3437576283964386,-0.2212547544843918,0,False,False,90015.21472930908,9623.203754425049,99638.41848373413,100067.79594421387,-0.42908655719678995
2022-01-19,43.018964179110995,43.47866924309381,42.58630405686368,42.621070861816406,3853500,TSCO,42.92625208522122,43.20592567298063,43.47866924309381,42.58630405686368,,,-0.6419402471536202,-0.403394152147875,-0.2385460950057452,0,True,False,90015.21472930908,9589.740943908691,99604.95567321777,100067.79594421387,-0.4625266966548554
2022-01-20,43.05373076528948,43.40719754837756,40.46741522708945,40.54081344604492,6664500,TSCO,41.86728924670035,43.06608887910093,43.40719754837756,40.46741522708945,,,-0.8608422680311278,-0.4948837753245256,-0.3659584927066022,0,False,False,90015.21472930908,9121.683025360107,99136.89775466919,100067.79594421387,-0.9302675059053344
2022-01-21,40.61421508331412,41.145384219561706,40.038619445190335,40.39015579223633,6084500,TSCO,40.547093635075626,42.46668906290064,42.46668906290064,40.038619445190335,,,-1.034554806423806,-0.6028179815443817,-0.4317368248794242,0,True,False,90015.21472930908,9087.785053253174,99102.99978256226,100067.79594421387,-0.9641425121319441
2022-01-24,39.74888958112166,41.999116310982394,39.551871555336426,41.946964263916016,6947500,TSCO,40.81171042783912,41.506891348988134,41.999116310982394,39.551871555336426,,,-1.0346747255840896,-0.6891893303523233,-0.3454853952317662,0,True,False,90015.21472930908,9438.066959381104,99453.28168869019,100067.79594421387,-0.6140979220390376
2022-01-25,41.33853267910891,41.65337171787224,40.17768552904623,41.01789855957031,4953000,TSCO,41.046872121399424,41.159300888413625,41.65337171787224,40.17768552904623,,,-1.0970910178587945,-0.7707696678536176,-0.3263213500051767,0,False,False,90015.21472930908,9229.02717590332,99244.2419052124,100067.79594421387,-0.8229960810374825
2022-01-26,41.344328750589995,41.344328750589995,39.578910585263934,40.00577926635742,5485000,TSCO,40.56833683820034,41.10308650490653,41.344328750589995,39.578910585263934,,,-1.214229070605434,-0.8594615484039809,-0.354767522201453,0,True,False,90015.21472930908,9001.30033493042,99016.5150642395,100067.79594421387,-1.0505686370472642
2022-01-27,42.383487535606235,42.383487535606235,40.09076504886512,40.41719055175781,8820000,TSCO,41.318732667958855,40.83571167155343,42.383487535606235,40.09076504886512,,,-1.2593473960518509,-0.9394387179335548,-0.3199086781182959,0,False,False,90015.21472930908,9093.867874145508,99109.08260345459,100067.79594421387,-0.9580638123515223
2022-01-28,41.023688208989526,41.518159949942344,40.005773011137805,41.49691009521485,5930500,TSCO,41.01113281632113,41.07722216975614,41.518159949942344,40.005773011137805,,,-1.1942135006010233,-0.9903936744670486,-0.2038198261339746,0,True,False,90015.21472930908,9336.804771423342,99352.01950073242,100067.79594421387,-0.7152915048518494
2022-01-31,41.46987499529945,42.21544733201381,40.94836561045009,42.16715621948242,5438000,TSCO,41.70021103931144,41.04417749303863,42.21544733201381,40.94836561045009,,,-1.07610647287774,-1.007536234149187,-0.0685702387285529,0,True,False,90015.21472930908,9487.610149383545,99502.82487869263,100067.79594421387,-0.5645882975539925
2022-02-01,42.19806205669872,43.03248001908656,42.05706070267973,42.553462982177734,4452000,TSCO,42.46026644016069,41.37219426617504,43.03248001908656,41.37219426617504,,,-0.9404926612797766,-0.9941275195753048,0.0536348582955282,0,False,False,90015.21472930908,9574.52917098999,99589.74390029907,100067.79594421387,-0.4777281635955098
2022-02-02,42.665489196777344,43.33765957751054,42.443364096665825,42.665489196777344,5040000,TSCO,42.77800051693277,41.91623035316786,43.33765957751054,41.91623035316786,,,-0.8145880947745141,-0.9582196346151468,0.1436315398406327,0,True,False,90015.21472930908,9599.735069274902,99614.94979858398,100067.79594421387,-0.4525393423098246
2022-02-03,42.38155667994195,43.16769091512148,42.08410287253006,42.3892822265625,3348000,TSCO,42.505658173539,42.34711543505031,43.16769091512148,42.08410287253006,,,-0.7286954651391042,-0.9123148007199384,0.1836193355808341,0,False,False,90015.21472930908,9537.588500976562,99552.80323028564,100067.79594421387,-0.5146438063004032
2022-02-04,42.37769463186584,42.381555563027,41.42351780952783,41.90060806274414,3280500,TSCO,42.0208440167912,42.42638680429465,42.42638680429465,41.42351780952783,,,-0.6920790023944363,-0.868267641054838,0.1761886386604017,0,True,False,90015.21472930908,9427.636814117432,99442.85154342651,100067.79594421387,-0.6245210008779944
2022-02-07,42.037743170211186,42.43757057555946,41.674616714038045,42.03194808959961,5088500,TSCO,42.04546963735208,42.223615410542926,42.43757057555946,41.674616714038045,,,-0.6450266832596299,-0.8236194494957965,0.1785927662361666,0,True,False,90015.21472930908,9457.188320159912,99472.403049469,100067.79594421387,-0.5949895159845379
2022-02-08,42.095695017522104,43.04793776013769,42.095695017522104,42.870235443115234,5062000,TSCO,42.527390809574285,42.1345425239475,43.04793776013769,42.095695017522104,,,-0.533939673591405,-0.7656834943149182,0.2317438207235131,0,False,False,90015.21472930908,9645.802974700928,99661.01770401001,100067.79594421387,-0.40650264789546237
2022-02-09,43.26619600680335,43.71238039961465,43.04020995401344,43.35504531860352,3634000,TSCO,43.34345791975874,42.330966666760894,43.71238039961465,42.330966666760894,,,-0.4021466169908336,-0.6929761188501014,0.2908295018592677,0,True,False,90015.21472930908,9754.885196685793,99770.09992599487,100067.79594421387,-0.297494329129578
2022-02-10,42.78330849308636,43.55205737598082,42.43756730539019,42.60560989379883,4194500,TSCO,42.84463576706405,42.83721229325982,43.55205737598082,42.43756730539019,,,-0.354091103775481,-0.6251991158351773,0.2711080120596962,0,False,False,90015.21472930908,9586.262226104736,99601.47695541382,100067.79594421387,-0.46600305762706506
2022-02-11,42.51097201812956,42.83160246886489,42.140116303581614,42.38542175292969,3640500,TSCO,42.46702813587643,42.84092403016193,42.84092403016193,42.140116303581614,,,-0.3299704125931839,-0.5661533751867787,0.2361829625935947,0,True,False,90015.21472930908,9536.71989440918,99551.93462371826,100067.79594421387,-0.5155118243867284
2022-02-14,42.493585048864816,42.679012898606615,41.437038293002686,42.09375762939453,3557000,TSCO,42.17584846746716,42.65397608301918,42.679012898606615,41.437038293002686,,,-0.3305787423181954,-0.519038448613062,0.1884597062948666,0,True,False,90015.21472930908,9471.09546661377,99486.31019592285,100067.79594421387,-0.5810917916241348
2022-02-15,42.397010574447805,42.89341285440471,42.18067685310368,42.39894104003906,3685500,TSCO,42.46751033049881,42.41491227524317,42.89341285440471,42.18067685310368,,,-0.3029429594323218,-0.475819350776914,0.1728763913445921,0,False,False,90015.21472930908,9539.761734008789,99554.97646331787,100067.79594421387,-0.5124720456338265
2022-02-16,42.182608410959105,42.489718205358294,41.07584381955518,41.5374755859375,4790500,TSCO,41.82141150545253,42.44121130287099,42.489718205358294,41.07584381955518,,,-0.3465595422912955,-0.4499673890797903,0.1034078467884948,0,True,False,90015.21472930908,9345.932006835938,99361.14673614502,100067.79594421387,-0.7061704531423805
2022-02-17,41.35319600796405,41.65968653114119,40.976869437791365,41.4113883972168,4524500,TSCO,41.35028509352835,42.13131140416176,42.13131140416176,40.976869437791365,,,-0.386840919502788,-0.4373420951643899,0.0505011756616018,0,False,False,90015.21472930908,9317.56238937378,99332.77711868286,100067.79594421387,-0.7345208501851751
2022-02-18,41.393932946546585,41.87112682714311,41.201888438565426,41.547176361083984,5286000,TSCO,41.503531143334776,41.74079824884505,41.87112682714311,41.201888438565426,,,-0.4031598712602431,-0.4305056503835605,0.0273457791233174,0,True,False,90015.21472930908,9348.114681243896,99363.32941055298,100067.79594421387,-0.7039892574966047
2022-02-22,41.347379739510714,41.41721209284988,38.775170825898854,38.86634063720703,8873000,TSCO,40.10152582386662,41.62216469608991,41.62216469608991,38.775170825898854,,,-0.6252068015075736,-0.4694458806083632,-0.1557609208992104,0,False,False,90015.21472930908,8744.926643371582,98760.14137268066,100067.79594421387,-1.3067686353981443
2022-02-23,39.15925359166721,39.215507222603215,37.08946110613295,37.20391082763672,7486500,TSCO,38.16703318701002,40.86184525997827,40.86184525997827,37.08946110613295,,,-0.924665813701182,-0.560489867226927,-0.3641759464742551,0,True,False,90015.21472930908,8370.879936218262,98386.09466552734,100067.79594421387,-1.6805619258607871
2022-02-24,36.27279557359064,38.06907512628204,36.21072195728158,37.90031051635742,8986500,TSCO,37.11322579337792,39.51443922349414,39.51443922349414,36.21072195728158,,,-1.0931939442261296,-0.6670306826267675,-0.4261632615993621,0,False,False,90015.21472930908,8527.56986618042,98542.7845954895,100067.79594421387,-1.5239781533456915
2022-02-25,37.91776912059645,38.96333416136323,37.71796585958854,38.926475524902344,4210000,TSCO,38.38138616661264,38.31383250843603,38.96333416136323,37.71796585958854,,,-1.1309142857594594,-0.7598074032533059,-0.3711068825061535,0,True,False,90015.21472930908,8758.456993103027,98773.67172241211,100067.79594421387,-1.293247452480327
2022-02-28,38.524936244364625,39.62869744551584,38.44152146734681,39.53170394897461,6712500,TSCO,39.03171477655047,38.34760933752434,39.62869744551584,38.34760933752434,,,-1.0992990176814033,-0.8277057261389253,-0.2715932915424779,0,True,False,90015.21472930908,8894.633388519287,98909.84811782837,100067.79594421387,-1.1571633165889201
2022-03-01,39.527821266404565,40.22615585067522,39.49484385188003,39.80133438110352,5781500,TSCO,39.762538837515834,38.68966205703741,40.22615585067522,38.68966205703741,,,-1.040492616280268,-0.870263104167194,-0.1702295121130741,0,False,False,90015.21472930908,8955.300235748293,98970.51496505737,100067.79594421387,-1.0965375711564689
2022-03-02,39.89638227839998,40.385219779006675,39.41336845628464,40.29016876220703,4496000,TSCO,39.99628481897458,39.22610044727662,40.385219779006675,39.22610044727662,,,-0.943566423911804,-0.8849237681161161,-0.0586426557956879,0,True,False,90015.21472930908,9065.287971496582,99080.50270080566,100067.79594421387,-0.9866243521128443
2022-03-03,40.51324830442107,41.939020959663615,40.3735799182112,41.64028549194336,5501500,TSCO,41.11653366855981,39.6111926331256,41.939020959663615,39.6111926331256,,,-0.7491725862206522,-0.8577735317370233,0.1086009455163711,0,False,False,90015.21472930908,9369.064235687256,99384.27896499634,100067.79594421387,-0.6830538963789896
2022-03-04,41.706244256812155,43.1611132425149,41.36483384712455,43.05054473876953,7569000,TSCO,42.32068402130528,40.363863150842704,43.1611132425149,40.363863150842704,,,-0.4758328294654319,-0.7813853912827051,0.3055525618172732,0,True,False,90015.21472930908,9686.372566223145,99701.58729553223,100067.79594421387,-0.365960542276554
2022-03-07,42.978769130327166,45.90208576538488,42.978769130327166,44.12714385986328,12116500,TSCO,43.99669197147563,41.34227358607399,45.90208576538488,41.34227358607399,,,-0.1703726020689302,-0.6591828334399502,0.48881023137102,0,True,False,90015.21472930908,9928.607368469238,99943.82209777832,100067.79594421387,-0.12388985413914805
2022-03-08,43.91376464227172,45.40161098316121,42.35802471411217,42.538429260253906,9077000,TSCO,43.552957399949754,42.66948277877481,45.40161098316121,42.35802471411217,,,-0.0558454107491286,-0.5385153489017859,0.4826699381526572,0,False,False,90015.21472930908,9571.146583557129,99586.36131286621,100067.79594421387,-0.48110845932496416
2022-03-09,42.97101168467971,44.078650294300694,42.38518434423471,43.616973876953125,4911500,TSCO,43.26295505004206,43.11122008936228,44.078650294300694,42.38518434423471,,,0.1205580323378257,-0.4067006726538635,0.5272587049916893,0,True,False,90015.21472930908,9813.819122314453,99829.03385162354,100067.79594421387,-0.23860033124286853
2022-03-10,43.201851795657646,44.48601749779207,42.79060901339038,44.41230392456055,5040000,TSCO,43.72269555785016,43.18708756970217,44.48601749779207,42.79060901339038,,,0.3208371094106681,-0.2611931162409572,0.5820302256516254,0,False,False,90015.21472930908,9992.768383026123,100007.9831123352,100067.79594421387,-0.05977230867761569
2022-03-11,44.61791889196406,44.928290631673306,43.79737217138757,43.940921783447266,4563000,TSCO,44.32112586961805,43.454891563776165,44.928290631673306,43.454891563776165,,,0.4364915191149947,-0.1216561891697668,0.5581477082847616,0,True,False,90015.21472930908,9886.707401275635,99901.92213058472,100067.79594421387,-0.16576143409976002
2022-03-14,44.0883534053334,44.83906415598758,43.413291287781774,43.518043518066406,4704500,TSCO,43.96468809179229,43.88800871669711,44.83906415598758,43.413291287781774,,,0.4883958073245793,0.0003542101291023,0.4880415971954769,0,True,False,90015.21472930908,9791.559791564941,99806.77452087402,100067.79594421387,-0.26084458129302546
2022-03-15,43.80319336385686,44.24935598948289,42.96325162370976,44.20473861694336,3702000,TSCO,43.80513489849822,43.9263484042447,44.24935598948289,42.96325162370976,42.279741071391555,,0.5782748922160152,0.1159383465464849,0.4623365456695303,0,False,False,90015.21472930908,9946.066188812256,99961.28091812134,100067.79594421387,-0.10644286214908706
2022-03-16,44.517049660693885,44.80802641566749,43.03696570935816,44.05731201171875,4004500,TSCO,44.10483844935957,43.86574165137146,44.80802641566749,43.03696570935816,42.246226648563606,,0.6303424244951898,0.2188191621362259,0.4115232623589639,0,True,False,90015.21472930908,9912.895202636719,99928.1099319458,100067.79594421387,-0.13959137497735938
2022-03-17,43.96225502651046,45.16882569649373,43.76633302334088,45.120330810546875,3666500,TSCO,44.50443613922299,43.98529005036551,45.16882569649373,43.76633302334088,42.22226871704912,,0.748751906107664,0.3248057109305136,0.4239461951771504,0,False,False,90015.21472930908,10152.074432373047,100167.28916168213,100167.28916168213,0.0
2022-03-18,45.6770696983497,45.682885977725256,44.54808991238264,45.300743103027344,6582000,TSCO,45.30219717287123,44.244863094794255,45.682885977725256,44.244863094794255,42.22656982609717,,0.8473819460177907,0.429320957947969,0.4180609880698216,0,True,False,90015.21472930908,10192.667198181152,100207.88192749023,100207.88192749023,0.0
2022-03-21,45.2638796976469,45.69452112114734,44.530625281959054,44.92441177368164,2740500,TSCO,45.10335946860874,44.77353013383274,45.69452112114734,44.530625281959054,42.23885040061281,,0.8849786866717366,0.5204525036927226,0.364526182979014,0,True,False,90015.21472930908,10107.99264907837,100123.20737838745,100207.88192749023,-0.08449889117909223
2022-03-22,45.04662415579139,45.14361394254978,44.40066196419252,44.96709060668945,2537000,TSCO,44.88949766730579,44.93844480122074,45.14361394254978,44.40066196419252,42.251962570483265,,0.9077541745844612,0.5979128378710703,0.309841336713391,0,False,False,90015.21472930908,10117.595386505127,100132.81011581421,100207.88192749023,-0.07491607469594744
2022-03-23,45.02140170098271,45.353110887772715,44.63925516536643,45.0272216796875,4274000,TSCO,45.01024735845234,44.913971234263265,45.353110887772715,44.63925516536643,42.28218857111132,,0.92005022165457,0.6623403146277703,0.2577099070267997,0,True,False,90015.21472930908,10131.124877929688,100146.33960723877,100207.88192749023,-0.061414650292675045
2022-03-24,45.23866390091573,45.53739939293039,45.00588693822503,45.26194381713867,3087500,TSCO,45.260973512302456,44.9621092963578,45.53739939293039,44.9621092963578,42.31541073195143,,0.9379232470286212,0.7174569011079406,0.2204663459206806,0,False,False,90015.21472930908,10183.937358856201,100199.15208816528,100207.88192749023,-0.008711729214342667
2022-03-25,45.58589611751042,45.72750328048155,44.49377496884582,45.04274368286133,3246500,TSCO,45.21247951242478,45.111541404330126,45.72750328048155,44.49377496884582,42.33872958234101,,0.923751694977291,0.7587158598818107,0.1650358350954803,0,True,False,90015.21472930908,10134.617328643799,100149.83205795288,100207.88192749023,-0.05792944469114517
2022-03-28,44.922475118482325,45.137792140396165,44.46273378001771,45.048561096191406,2982000,TSCO,44.892890533771904,45.16201045837745,45.16201045837745,44.46273378001771,42.34166278070834,,0.9025856094480034,0.7874898097950492,0.1150957996529541,0,True,False,90015.21472930908,10135.926246643066,100151.14097595215,100207.88192749023,-0.05662324205110265
2022-03-29,45.29103822449878,45.49860020298467,44.66835598896407,45.26581954956055,3751500,TSCO,45.18095349150202,45.02745049607468,45.49860020298467,44.66835598896407,42.371903391830585,,0.8930477767870073,0.8086014031934409,0.0844463735935664,0,False,False,90015.21472930908,10184.809398651123,100200.0241279602,100207.88192749023,-0.007841498471861873
2022-03-30,44.829366717165634,45.19793088365379,44.522872465117274,45.1688346862793,3008500,TSCO,44.929751188054,45.10420199378835,45.19793088365379,44.522872465117274,42.42235538524467,,0.8676612489784645,0.8204133723504456,0.0472478766280188,0,True,False,90015.21472930908,10162.987804412842,100178.20253372192,100207.88192749023,-0.029617823665593852
2022-03-31,45.32789900246816,46.854539089537056,45.08153962009751,45.26970291137695,11183500,TSCO,45.63342015586992,45.016976590921175,46.854539089537056,45.016976590921175,42.47649874665765,,0.8459301098316558,0.8255167198466877,0.0204133899849681,0,False,False,90015.21472930908,10185.683155059814,100200.8978843689,100207.88192749023,-0.006969554676738402
2022-04-01,45.33565860710313,45.49084448638689,43.89824583906112,43.977779388427734,5619500,TSCO,44.67563208024472,45.32519837339555,45.49084448638689,43.89824583906112,42.532665603328525,,0.716204633058787,0.8036543024891076,-0.0874496694303206,0,True,False,90015.21472930908,9895.00036239624,99910.21509170532,100207.88192749023,-0.29704932392474065
2022-04-04,44.03403718193736,44.195043042119565,43.57235705877815,44.16594314575195,5087500,TSCO,43.99184510714676,45.00041522682014,45.00041522682014,43.57235705877815,42.60156063276996,,0.6214162016066709,0.7672066823126203,-0.1457904807059494,0,True,False,90015.21472930908,9937.33720779419,99952.55193710327,100207.88192749023,-0.2548003065983552
2022-04-05,44.11162344964089,45.16106956576287,43.23482313337254,43.549076080322266,5630000,TSCO,44.01414805727464,44.49613016698345,45.16106956576287,43.23482313337254,42.66560938535866,,0.4908613261428769,0.7119376110786717,-0.2210762849357948,0,False,False,90015.21472930908,9798.54211807251,99813.75684738159,100207.88192749023,-0.39330746496950103
2022-04-06,43.24840761708308,43.793498823096904,42.600506641230425,43.63055419921875,5630000,TSCO,43.31824182015729,44.25513911212904,44.25513911212904,42.600506641230425,42.711036779333824,,0.3894805605360005,0.6474462009701375,-0.2579656404341369,0,True,False,90015.21472930908,9816.874694824219,99832.0894241333,100207.88192749023,-0.3750129192720135
2022-04-07,43.40165206486737,45.26582132533398,43.35897345177694,44.80608367919922,6446500,TSCO,44.20813263029438,43.78669046614317,45.26582132533398,43.35897345177694,42.783832695175704,,0.3993870923178164,0.5978343792396733,-0.1984472869218568,0,False,False,90015.21472930908,10081.368827819824,100096.5835571289,100207.88192749023,-0.11106748114071793
2022-04-08,44.70909468271365,46.22021730651909,44.70909468271365,45.85359191894531,4257500,TSCO,45.37299964772292,43.99741154821878,46.22021730651909,43.99741154821878,42.86491803477098,,0.4861591110745706,0.5754993256066528,-0.0893402145320821,0,True,False,90015.21472930908,10317.058181762695,100332.27291107178,100332.27291107178,0.0
