Price,HA_Open,HA_High,HA_Low,HA_Close
Ticker,,,,
Date,,,,
2020-01-02,79.11898286514456,79.95583929730823,78.4156626562177,79.15236692095377
2020-01-03,79.13567489304916,79.13567489304916,76.95561365304229,77.53429217368398
2020-01-06,78.33498353336657,78.33498353336657,76.15435858384043,76.67739811378524
2020-01-07,77.5061908235759,79.67094922647509,77.37403792966205,78.43569163843075
2020-01-08,77.97094123100334,79.65315261414453,77.97094123100334,79.01215153744214
2020-01-09,78.49154638422274,80.7659912075011,78.49154638422274,79.92913142136481
2020-01-10,79.21033890279378,82.25274947291021,79.21033890279378,80.79937321557306
2020-01-13,80.00485605918342,82.55546197002012,80.00485605918342,81.30462107111765
2020-01-14,80.65473856515054,81.558344764217,80.38317841248825,80.92402051243769
2020-01-15,80.78937953879412,81.17552087343917,79.45728464253133,80.31417658827797
2020-01-16,80.55177806353605,82.11032180486444,79.96474911654006,81.02863247922417
2020-01-17,80.7902052713801,85.61801825130146,80.7902052713801,84.13793270060812
2020-01-21,82.46406898599412,85.21737509503015,82.46406898599412,84.3560308841325
2020-01-22,83.41004993506331,84.92359750512729,82.53765276577693,83.75956025027628
2020-01-23,83.5848050926698,83.5848050926698,81.42479732441564,82.18598434755087
2020-01-24,82.88539472011033,83.01840669054913,79.08338035745545,81.1065358877359
2020-01-27,81.99596530392311,81.99596530392311,76.9645080360202,77.68118528576137
2020-01-28,79.83857529484224,79.83857529484224,77.8013650146644,78.84076548461186
2020-01-29,79.33967038972705,79.33967038972705,77.76577592704793,78.62489596451876
2020-01-30,78.9822831771229,78.9822831771229,76.7330440482853,77.70789590822028
2020-01-31,78.34508954267159,78.34508954267159,75.7092281919642,76.69075862579531
2020-02-03,77.51792408423344,77.51792408423344,75.81605227332966,76.51269396301907
2020-02-04,77.01530902362626,79.19018110148009,77.01530902362626,78.67827425464128
2020-02-05,77.84679163913377,81.13991021679095,77.84679163913377,80.63912900324478
2020-02-06,79.24296032118927,80.81940587663858,76.73303462754723,79.15458758299324
2020-02-07,79.19877395209126,80.15170469298602,77.79246729858262,78.88973639072834
2020-02-10,79.0442551714098,79.0442551714098,77.00901185647541,78.01502479022434
2020-02-11,78.52963998081708,81.43370166609012,78.52963998081708,80.06712554317039
2020-02-12,79.29838276199374,82.29725854946366,79.29838276199374,81.70522316612978
2020-02-13,80.50180296406177,81.35357645693955,79.92913344853785,80.61909834912055
2020-02-14,80.56045065659116,80.83722009616214,79.04775996819717,80.06712837021901
2020-02-18,80.31378951340508,80.31378951340508,77.92600829263252,78.43124185320336
2020-02-19,79.37251568330421,80.67697169849048,78.92312345404588,79.84678525604303
2020-02-20,79.60965046967362,81.79871050569982,78.94982465662402,80.31194841547212
2020-02-21,79.96079944257286,79.96079944257286,76.85765868276516,78.11072196242748
2020-02-24,79.03576070250017,79.03576070250017,73.63484768806086,74.50732088686439
2020-02-25,76.77154079468228,76.77154079468228,70.9017204585467,73.04729142828812
2020-02-26,74.9094161114852,74.9094161114852,70.41206033471911,71.61838961199646
2020-02-27,73.26390286174083,73.26390286174083,67.06460384172671,68.23754366823543
2020-02-28,70.75072326498812,71.05306232418053,65.29296441621308,67.93041520578586
2020-03-02,69.340569235387,71.85431480757062,68.66711890250002,70.64798719231082
2020-03-03,69.9942782138489,73.58143944692716,69.29030201037351,71.19104304866615
2020-03-04,70.59266063125753,73.5027399658015,70.03893080396952,71.98620151819836
2020-03-05,71.28943107472794,73.01816371501782,70.62220803205682,71.49713582294284
2020-03-06,71.39328344883539,71.39328344883539,68.04679364575257,69.03164586571536
2020-03-09,70.21246465727538,70.21246465727538,64.4573449795253,65.72486410953476
2020-03-10,67.96866438340507,70.9273299686688,66.54821595765951,68.84769907578107
2020-03-11,68.40818172959307,69.8056118821546,66.15335817713276,67.84488141696386
2020-03-12,68.12653157327847,68.12653157327847,60.123092807798336,61.93351400894768
2020-03-13,65.03002279111308,68.80056131282757,60.3564107394095,65.26496559659935
2020-03-16,65.14749419385622,65.14749419385622,57.84381578404129,60.21060310064998
2020-03-17,62.6790486472531,62.6790486472531,55.81578187545937,59.84941419161955
2020-03-18,61.26423141943633,61.26423141943633,52.04686286184842,55.705846509301914
2020-03-19,58.485038964369124,60.61664263286287,52.980110656668415,56.6929357640129
2020-03-20,57.58898736419101,61.00252510157894,54.55050564360163,57.14163201749486
2020-03-23,57.365309690842935,58.20275796443316,53.04293904451045,55.64752518044345
2020-03-24,56.50641743564319,60.6794732811889,55.80680577859498,58.61329994087599
2020-03-25,57.559858688259595,60.08721083317692,56.04909177035875,57.96944288854975
2020-03-26,57.76465078840467,62.51009207277917,56.75801199754859,59.64975576448664
2020-03-27,58.707203276445654,62.02551015685302,58.707203276445654,60.15451242304684
2020-03-30,59.430857849746246,62.3665119806806,59.27959178678803,60.97111708625316
2020-03-31,60.2009874679997,63.13823059136895,59.81800235829661,61.46241274815996
2020-04-01,60.83170010807983,61.64861242220493,58.32838406764807,59.36034744345241
2020-04-02,60.09602377576612,61.253785294869154,58.60656962885131,60.00196618141692
2020-04-03,60.04899497859152,61.63965049423007,57.92458125046442,59.708083273694996
2020-04-06,59.87853912614326,64.04456749991361,59.87853912614326,62.47194235513202
2020-04-07,61.17524074063764,67.21224548218235,61.17524074063764,65.54091366133535
2020-04-08,63.3580772009865,66.74562958689883,63.3580772009865,65.91781620966455
2020-04-09,64.63794670532553,67.15838907098951,62.81517190012421,65.29188459757556
2020-04-13,64.96491565145055,65.96492638076056,64.10739171188348,65.04961889675275
2020-04-14,65.00726727410165,69.69792689125259,65.00726727410165,68.46630288259468
2020-04-15,66.73678507834816,68.50444321016728,66.43154428222003,67.80001762220736
2020-04-16,67.26840135027777,69.71588293717609,67.26840135027777,68.82300749859957
2020-04-17,68.04570442443867,70.2184004884335,67.73271699150759,68.92171592259541
2020-04-20,68.48371017351704,68.48371017351704,66.49437839205042,67.22572731266176
2020-04-21,67.85471874308939,67.85471874308939,64.38557999756165,65.25377470211862
2020-04-22,66.554246722604,67.60706237284302,65.28290452213254,66.53023369656886
2020-04-23,66.54224020958642,68.35189286037188,66.18925934872757,67.01931474975785
2020-04-24,66.78077747967214,68.29804439464942,66.0995159621711,67.24140359846501
2020-04-27,67.01109053906858,69.83253513008118,67.01109053906858,68.62109913118233
2020-04-28,67.81609483512545,69.79664161637017,67.44556340730686,68.49995873784425
2020-04-29,68.15802678648485,71.10677842255596,68.15802678648485,70.04116552467909
2020-04-30,69.09959615558196,72.56947888764086,69.09959615558196,71.1359435303631
2020-05-01,70.11776984297254,70.11776984297254,67.01482484921775,68.36983653409514
2020-05-04,69.24380318853383,69.24380318853383,66.48538011655099,67.49715712984928
