Date,Open,High,Low,Close,Volume,Ticker,HA_Close,HA_Open,HA_High,HA_Low,HA_50_MA,HA_100_MA,MACD_Line,Signal_Line,MACD_Hist
2022-01-03,242.99101934994448,243.87448928609894,239.5848003595413,243.54074096679688,643400,MCK,242.4977624905954,243.2658801583707,243.87448928609894,239.5848003595413,,,0.0,0.0,0.0
2022-01-04,243.3149501024295,244.84627997537234,241.60693523416958,243.44256591796875,664300,MCK,243.30268280748504,242.88182132448304,244.84627997537234,241.60693523416958,,,-0.007831627826732301,-0.0015663255653464603,-0.006265302261385841
2022-01-05,243.81560292207158,246.416898706392,242.37261545578573,242.7652587890625,1087600,MCK,243.84259396832795,243.09225206598404,246.416898706392,242.37261545578573,,,-0.06790846757149893,-0.014834753966576956,-0.053073713604921975
2022-01-06,241.86218712233335,245.21933732787957,240.01673035101928,240.11489868164062,713300,MCK,241.8032883707182,243.467423017156,245.21933732787957,240.01673035101928,,,-0.32562806890297225,-0.07699341695385602,-0.24863465194911621
2022-01-07,244.42418353166318,246.86843075919725,240.6547539346612,245.1702117919922,889900,MCK,244.27939500437844,242.6353556939371,246.86843075919725,240.6547539346612,,,-0.12056143357733617,-0.08570702027855205,-0.03485441329878412
2022-01-10,240.59587645986346,246.99604958181166,236.00187163400673,246.1125946044922,1526500,MCK,242.42659807004353,243.45737534915776,246.99604958181166,236.00187163400673,,,0.11665306556471933,-0.04523500310989778,0.1618880686746171
2022-01-11,246.67210938253498,250.7753025139946,244.19842948189742,250.14706420898438,875800,MCK,247.94822639685285,242.94198670960066,250.7753025139946,242.94198670960066,,,0.6230135325948822,0.08841470403105822,0.534598828563824
2022-01-12,249.92128187130842,250.32373601448907,245.31746649803128,249.9507293701172,652000,MCK,248.87830343848648,245.44510655322676,250.32373601448907,245.31746649803128,,,0.9969727884770236,0.2701263209202513,0.7268464675567723
2022-01-13,248.97889441177085,252.129911304202,247.27086474373388,250.06849670410156,641300,MCK,249.61204179095208,247.1617049958566,252.129911304202,247.1617049958566,,,1.287993841369456,0.4736998250100923,0.8142940163593637
2022-01-14,249.45007957995915,251.96303254307105,247.88930230686125,251.80596923828125,705300,MCK,250.27709591704317,248.38687339340436,251.96303254307105,247.88930230686125,,,1.6399255938964359,0.7069449787873611,0.9329806151090748
2022-01-18,250.59857260558434,250.7261884108308,245.2585551399229,247.89910888671875,935200,MCK,248.6206062607642,249.33198465522378,250.7261884108308,245.2585551399229,,,1.5853086130576628,0.8826177056414215,0.7026909074162413
2022-01-19,248.49791442672415,250.17649673878,245.47452806241995,246.53466796875,782500,MCK,247.67090179916852,248.97629545799398,250.17649673878,245.47452806241995,,,1.4156070464308357,0.9892155737993044,0.4263914726315313
2022-01-20,246.83898371478546,251.72746320046554,245.40580721018995,247.2119903564453,994200,MCK,247.79606112047156,248.32359862858124,251.72746320046554,245.40580721018995,,,1.3205491200700408,1.0554822830534516,0.2650668370165892
2022-01-21,247.80094440992391,247.80094440992391,241.22407245911896,242.087890625,1206600,MCK,244.7284629759917,248.0598298745264,248.0598298745264,241.22407245911896,,,0.8222644513806756,1.0088387167188964,-0.18657426533822075
2022-01-24,239.87927662456994,244.98372967357628,233.24350863059735,243.78614807128906,1635300,MCK,240.47316575000815,246.39414642525907,246.39414642525907,233.24350863059735,,,0.557973473605756,0.9186656680962684,-0.3606921944905124
2022-01-25,241.18484048541703,242.8045279085224,234.20549826173723,241.1161346435547,862400,MCK,239.82775032480785,243.4336560876336,243.4336560876336,234.20549826173723,,,0.13155669651430912,0.7612438737798766,-0.6296871772655674
2022-01-26,241.47931231467123,244.10024451677833,239.2902967262534,242.43148803710938,893100,MCK,241.8253353987031,241.63070320622074,244.10024451677833,239.2902967262534,,,-0.0991012677782237,0.5891748454682565,-0.6882761132464802
2022-01-27,245.85733292651054,250.90287515803556,244.06096082169086,250.4120635986328,1261200,MCK,247.80830812621744,241.72801930246192,250.90287515803556,241.72801930246192,,,0.3579402724306817,0.5429279308607415,-0.18498765843005982
2022-01-28,250.3826387496291,253.53364085809972,246.03404015124664,253.4649200439453,907000,MCK,250.85380995073018,244.76816371433966,253.53364085809972,244.76816371433966,,,0.9554748676913221,0.6254373182268577,0.3300375494644644
2022-01-31,251.55078103349433,253.37658588039312,247.96784722096467,252.0023193359375,1586700,MCK,251.2243833676974,247.81098683253492,253.37658588039312,247.81098683253492,,,1.29606545003233,0.7595629445879521,0.5365025054443779
2022-02-01,252.28701193508712,253.2588094082795,248.17400794389204,252.19866943359375,860100,MCK,251.47962468021308,249.51768510011618,253.2588094082795,248.17400794389204,,,1.563803202391341,0.92041099614863,0.6433922062427111
2022-02-02,251.4624315603844,255.82081106423922,250.31391922063162,253.7103271484375,1310300,MCK,252.8268722484232,250.49865489016463,255.82081106423922,250.31391922063162,,,1.8763362083878974,1.1115960385964836,0.7647401697914138
2022-02-03,265.3326949350137,266.6382703500898,259.8356298928756,262.5056457519531,1654900,MCK,263.57806023248304,251.66276356929393,266.6382703500898,251.66276356929393,,,2.8014363585700437,1.4495641025911956,1.351872255978848
2022-02-04,258.5595607684355,264.58674196584917,257.65648414475896,260.67987060546875,1239000,MCK,260.3706643711281,257.6204119008885,264.58674196584917,257.6204119008885,,,3.3486588422289003,1.8293830505187367,1.5192757917101636
2022-02-07,261.5043725693618,266.0198445568819,256.488293200688,265.23455810546875,1334500,MCK,262.3117671081001,258.9955381360083,266.0198445568819,256.488293200688,,,4.1025699466085825,2.284020429736706,1.8185495168718764
2022-02-08,266.51074146489884,273.11707744292175,264.6456630776766,271.9391174316406,1210100,MCK,269.05314985428447,260.6536526220542,273.11707744292175,260.6536526220542,,,5.181324747323089,2.863481293253983,2.3178434540691057
2022-02-09,273.41148593238444,277.5343150118061,272.1157362266507,273.6667175292969,1553300,MCK,274.18206367503456,264.85340123816934,277.5343150118061,264.85340123816934,,,6.105270826928717,3.51183919998893,2.5934316269397866
2022-02-10,272.33171186501386,274.9919322539023,266.8051685639205,268.5033874511719,1595400,MCK,270.65805003350215,269.51773245660195,274.9919322539023,266.8051685639205,,,6.347694890735909,4.079010338138326,2.268684552597583
2022-02-11,268.16966746727775,268.9255066118458,265.4702034351224,266.2064208984375,1175300,MCK,267.19294960317086,270.08789124505205,270.08789124505205,265.4702034351224,,,6.282056071668848,4.51961948484443,1.7624365868244176
2022-02-14,264.1253806620958,267.30583047330276,261.2492316682937,265.69598388671875,1371900,MCK,264.5941066726028,268.6404204241114,268.6404204241114,261.2492316682937,,,6.118320641873311,4.839359716250207,1.278960925623104
2022-02-15,269.0334357298533,270.9181352046516,267.5511753424511,268.8665466308594,934400,MCK,269.0923232269538,266.6172635483571,270.9181352046516,266.6172635483571,,,6.173235830120234,5.106134939024212,1.0671008910960218
2022-02-16,267.8260945876541,272.04709270459784,267.30583544273196,270.7513427734375,1040000,MCK,269.48259137710534,267.85479338765543,272.04709270459784,267.30583544273196,,,6.296264392626256,5.344160829744621,0.9521035628816348
2022-02-17,269.25924530419627,271.0163593083628,267.17820880873234,268.32672119140625,870400,MCK,268.9451336531744,268.6686923823804,271.0163593083628,267.17820880873234,,,6.127484884995965,5.50082564079489,0.6266592442010754
2022-02-18,268.7192869044531,271.25186097540205,265.0970957638855,265.83331298828125,935300,MCK,267.72538915800544,268.80691301777745,271.25186097540205,265.0970957638855,,,5.726516982358362,5.545963909107584,0.18055307325077763
2022-02-22,265.8333762192815,266.8149994186309,261.52406595165405,264.056640625,1870600,MCK,264.5572705536416,268.26615108789144,268.26615108789144,261.52406595165405,,,5.205380038407782,5.477847134967624,-0.2724670965598426
2022-02-23,265.93155910416186,268.59174973228914,262.9768635260326,263.3695068359375,794700,MCK,265.2174197996053,266.41171082076653,268.59174973228914,262.9768635260326,,,4.682947201274487,5.318867148228997,-0.6359199469545098
2022-02-24,258.8048839181483,262.13260008685853,255.93856168943364,261.70068359375,1105800,MCK,259.64418232204764,265.8145653101859,265.8145653101859,255.93856168943364,,,4.087141304414047,5.072521979466007,-0.9853806750519603
2022-02-25,264.1547747590303,271.3598845152217,262.8982984247008,270.3193664550781,1071800,MCK,267.18308103850774,262.7293738161168,271.3598845152217,262.7293738161168,,,4.261294960433759,4.910276575659558,-0.6489816152257992
2022-02-28,266.37638933468344,270.7914337897974,264.17380342024535,270.36859130859375,1560900,MCK,267.92755446333,264.95622742731223,270.7914337897974,264.17380342024535,,,4.353105135539522,4.7988422876355505,-0.4457371520960285
